time,meanAmps
01,24.788321190476186
02,23.24252285714285
03,21.93386309523804
04,23.92128428571424
05,23.84312476190475
06,31.18374
07,28.53511880952382
08,29.26122547619049
09,31.61588130841124
10,33.00345750000001
11,33.262919463087265
12,31.542422738095233
13,33.035571666666655
14,33.03829642857143
15,32.92764904761908
16,32.786629047619094
17,36.31335619047615
18,35.8700461904762
19,34.34319452380953
20,36.01468142857146
21,35.009243571428506
22,34.487280714285724
23,32.252536904761875
