time,amps
02/03/19 01:16:33 AM,
02/03/19 01:17:30 AM,0.0275
02/03/19 01:17:33 AM,
02/03/19 01:18:30 AM,0.0275
02/03/19 01:18:33 AM,
02/03/19 01:19:30 AM,37.3251
02/03/19 01:19:33 AM,
02/03/19 01:20:30 AM,36.8002
02/03/19 01:20:33 AM,
02/03/19 01:21:30 AM,38.172
02/03/19 01:21:33 AM,
02/03/19 01:22:30 AM,38.4237
02/03/19 01:22:33 AM,
02/03/19 01:23:30 AM,38.7045
02/03/19 01:23:33 AM,
02/03/19 01:24:30 AM,38.6984
02/03/19 01:24:33 AM,
02/03/19 01:25:30 AM,38.7762
02/03/19 01:25:33 AM,
02/03/19 01:26:30 AM,38.8769
02/03/19 01:26:33 AM,
02/03/19 01:27:30 AM,38.8479
02/03/19 01:27:33 AM,
02/03/19 01:28:30 AM,38.8968
02/03/19 01:28:33 AM,
02/03/19 01:29:30 AM,38.8724
02/03/19 01:29:33 AM,
02/03/19 01:30:30 AM,36.2295
02/03/19 01:30:33 AM,
02/03/19 01:31:30 AM,35.5673
02/03/19 01:31:33 AM,
02/03/19 01:32:30 AM,35.4345
02/03/19 01:32:33 AM,
02/03/19 01:33:30 AM,35.4299
02/03/19 01:33:33 AM,
02/03/19 01:34:30 AM,35.4864
02/03/19 01:34:33 AM,
02/03/19 01:35:30 AM,35.462
02/03/19 01:35:33 AM,
02/03/19 01:36:30 AM,35.3185
02/03/19 01:36:33 AM,
02/03/19 01:37:30 AM,35.3994
02/03/19 01:37:33 AM,
02/03/19 01:38:30 AM,35.404
02/03/19 01:38:33 AM,
02/03/19 01:39:30 AM,35.3841
02/03/19 01:39:33 AM,
02/03/19 01:40:30 AM,35.3613
02/03/19 01:40:33 AM,
02/03/19 01:41:30 AM,35.3002
02/03/19 01:41:33 AM,
02/03/19 01:42:30 AM,35.4391
02/03/19 01:42:33 AM,
02/03/19 01:43:30 AM,35.2056
02/03/19 01:43:33 AM,
02/03/19 01:44:30 AM,35.3185
02/03/19 01:44:33 AM,
02/03/19 01:45:30 AM,35.259
02/03/19 01:45:33 AM,
02/03/19 01:46:30 AM,35.3216
02/03/19 01:46:33 AM,
02/03/19 01:47:30 AM,35.4376
02/03/19 01:47:33 AM,
02/03/19 01:48:30 AM,35.3307
02/03/19 01:48:33 AM,
02/03/19 01:49:30 AM,35.2911
02/03/19 01:49:33 AM,
02/03/19 01:50:30 AM,35.4162
02/03/19 01:50:33 AM,
02/03/19 01:51:30 AM,35.2163
02/03/19 01:51:33 AM,
02/03/19 01:52:30 AM,35.2178
02/03/19 01:52:33 AM,
02/03/19 01:53:30 AM,35.0927
02/03/19 01:53:33 AM,
02/03/19 01:54:30 AM,35.1873
02/03/19 01:54:33 AM,
02/03/19 01:55:30 AM,35.1476
02/03/19 01:55:33 AM,
02/03/19 01:56:30 AM,35.317
02/03/19 01:56:33 AM,
02/03/19 01:57:30 AM,35.259
02/03/19 01:57:33 AM,
02/03/19 01:58:30 AM,35.201
02/03/19 01:58:33 AM,
02/03/19 01:59:30 AM,35.0622
02/03/19 01:59:33 AM,
02/03/19 02:00:30 AM,34.966
02/03/19 02:00:33 AM,
02/03/19 02:01:30 AM,35.2056
02/03/19 02:01:33 AM,
02/03/19 02:02:30 AM,35.1247
02/03/19 02:02:33 AM,
02/03/19 02:03:30 AM,35.0469
02/03/19 02:03:33 AM,
02/03/19 02:04:30 AM,35.079
02/03/19 02:04:33 AM,
02/03/19 02:05:30 AM,35.0607
02/03/19 02:05:33 AM,
02/03/19 02:06:30 AM,35.0958
02/03/19 02:06:33 AM,
02/03/19 02:07:30 AM,34.9783
02/03/19 02:07:33 AM,
02/03/19 02:08:30 AM,35.1324
02/03/19 02:08:33 AM,
02/03/19 02:09:30 AM,35.1217
02/03/19 02:09:33 AM,
02/03/19 02:10:30 AM,0.029
02/03/19 02:10:33 AM,
02/03/19 02:11:30 AM,0.0275
02/03/19 02:11:33 AM,
02/03/19 02:12:30 AM,0.0275
02/03/19 02:12:33 AM,
02/03/19 02:13:30 AM,0.0275
02/03/19 02:13:33 AM,
02/03/19 02:14:30 AM,0.0275
02/03/19 02:14:33 AM,
02/03/19 02:15:30 AM,0.0275
02/03/19 02:15:33 AM,
02/03/19 02:16:30 AM,0.0275
02/03/19 02:16:33 AM,
02/03/19 02:17:30 AM,0.0275
02/03/19 02:17:33 AM,
02/03/19 02:18:30 AM,0.0275
02/03/19 02:18:33 AM,
02/03/19 02:19:30 AM,36.6979
02/03/19 02:19:33 AM,
02/03/19 02:20:30 AM,36.3348
02/03/19 02:20:33 AM,
02/03/19 02:21:30 AM,37.5509
02/03/19 02:21:33 AM,
02/03/19 02:22:30 AM,38.0316
02/03/19 02:22:33 AM,
02/03/19 02:23:30 AM,38.3642
02/03/19 02:23:33 AM,
02/03/19 02:24:30 AM,38.2101
02/03/19 02:24:33 AM,
02/03/19 02:25:30 AM,38.1598
02/03/19 02:25:33 AM,
02/03/19 02:26:30 AM,38.3017
02/03/19 02:26:33 AM,
02/03/19 02:27:30 AM,38.2208
02/03/19 02:27:33 AM,
02/03/19 02:28:30 AM,38.2269
02/03/19 02:28:33 AM,
02/03/19 02:29:30 AM,38.172
02/03/19 02:29:33 AM,
02/03/19 02:30:30 AM,38.2788
02/03/19 02:30:33 AM,
02/03/19 02:31:30 AM,38.2391
02/03/19 02:31:33 AM,
02/03/19 02:32:30 AM,38.3917
02/03/19 02:32:33 AM,
02/03/19 02:33:30 AM,38.3612
02/03/19 02:33:33 AM,
02/03/19 02:34:30 AM,38.3169
02/03/19 02:34:33 AM,
02/03/19 02:35:30 AM,38.3948
02/03/19 02:35:33 AM,
02/03/19 02:36:30 AM,38.1552
02/03/19 02:36:33 AM,
02/03/19 02:37:30 AM,38.2025
02/03/19 02:37:33 AM,
02/03/19 02:38:30 AM,38.3352
02/03/19 02:38:33 AM,
02/03/19 02:39:30 AM,38.291
02/03/19 02:39:33 AM,
02/03/19 02:40:30 AM,38.3444
02/03/19 02:40:33 AM,
02/03/19 02:41:30 AM,38.2437
02/03/19 02:41:33 AM,
02/03/19 02:42:30 AM,38.4115
02/03/19 02:42:33 AM,
02/03/19 02:43:30 AM,38.4314
02/03/19 02:43:33 AM,
02/03/19 02:44:30 AM,38.3612
02/03/19 02:44:33 AM,
02/03/19 02:45:30 AM,38.291
02/03/19 02:45:33 AM,
02/03/19 02:46:30 AM,38.3673
02/03/19 02:46:33 AM,
02/03/19 02:47:30 AM,38.2452
02/03/19 02:47:33 AM,
02/03/19 02:48:30 AM,38.2055
02/03/19 02:48:33 AM,
02/03/19 02:49:30 AM,38.3062
02/03/19 02:49:33 AM,
02/03/19 02:50:30 AM,38.4192
02/03/19 02:50:33 AM,
02/03/19 02:51:30 AM,38.4878
02/03/19 02:51:33 AM,
02/03/19 02:52:30 AM,38.4344
02/03/19 02:52:33 AM,
02/03/19 02:53:30 AM,38.471
02/03/19 02:53:33 AM,
02/03/19 02:54:30 AM,38.3825
02/03/19 02:54:33 AM,
02/03/19 02:55:30 AM,38.3902
02/03/19 02:55:33 AM,
02/03/19 02:56:30 AM,38.4024
02/03/19 02:56:33 AM,
02/03/19 02:57:30 AM,38.4131
02/03/19 02:57:33 AM,
02/03/19 02:58:30 AM,38.294
02/03/19 02:58:33 AM,
02/03/19 02:59:30 AM,38.4085
02/03/19 02:59:33 AM,
02/03/19 03:00:30 AM,38.407
02/03/19 03:00:33 AM,
02/03/19 03:01:30 AM,38.3856
02/03/19 03:01:33 AM,
02/03/19 03:02:30 AM,38.4131
02/03/19 03:02:33 AM,
02/03/19 03:03:30 AM,38.7137
02/03/19 03:03:33 AM,
02/03/19 03:04:30 AM,38.7182
02/03/19 03:04:33 AM,
02/03/19 03:05:30 AM,38.6831
02/03/19 03:05:33 AM,
02/03/19 03:06:30 AM,38.6007
02/03/19 03:06:33 AM,
02/03/19 03:07:30 AM,0.0275
02/03/19 03:07:33 AM,
02/03/19 03:08:30 AM,0.0259
02/03/19 03:08:33 AM,
02/03/19 03:09:30 AM,0.0259
02/03/19 03:09:33 AM,
02/03/19 03:10:30 AM,0.0259
02/03/19 03:10:33 AM,
02/03/19 03:11:30 AM,0.0259
02/03/19 03:11:33 AM,
02/03/19 03:12:30 AM,0.0259
02/03/19 03:12:33 AM,
02/03/19 03:13:30 AM,0.0259
02/03/19 03:13:33 AM,
02/03/19 03:14:30 AM,0.0275
02/03/19 03:14:33 AM,
02/03/19 03:15:30 AM,36.91
02/03/19 03:15:33 AM,
02/03/19 03:16:30 AM,38.2925
02/03/19 03:16:33 AM,
02/03/19 03:17:30 AM,38.526
02/03/19 03:17:33 AM,
02/03/19 03:18:30 AM,38.6709
02/03/19 03:18:33 AM,
02/03/19 03:19:30 AM,38.5962
02/03/19 03:19:33 AM,
02/03/19 03:20:30 AM,38.645
02/03/19 03:20:33 AM,
02/03/19 03:21:30 AM,38.6801
02/03/19 03:21:33 AM,
02/03/19 03:22:30 AM,38.6908
02/03/19 03:22:33 AM,
02/03/19 03:23:30 AM,38.7533
02/03/19 03:23:33 AM,
02/03/19 03:24:30 AM,38.9258
02/03/19 03:24:33 AM,
02/03/19 03:25:30 AM,38.7823
02/03/19 03:25:33 AM,
02/03/19 03:26:30 AM,38.6587
02/03/19 03:26:33 AM,
02/03/19 03:27:30 AM,38.8205
02/03/19 03:27:33 AM,
02/03/19 03:28:30 AM,38.6862
02/03/19 03:28:33 AM,
02/03/19 03:29:30 AM,38.6831
02/03/19 03:29:33 AM,
02/03/19 03:30:30 AM,38.8251
02/03/19 03:30:33 AM,
02/03/19 03:31:30 AM,38.7839
02/03/19 03:31:33 AM,
02/03/19 03:32:30 AM,38.6862
02/03/19 03:32:33 AM,
02/03/19 03:33:30 AM,38.7335
02/03/19 03:33:33 AM,
02/03/19 03:34:30 AM,38.7533
02/03/19 03:34:33 AM,
02/03/19 03:35:30 AM,38.5718
02/03/19 03:35:33 AM,
02/03/19 03:36:30 AM,38.9502
02/03/19 03:36:33 AM,
02/03/19 03:37:30 AM,38.8403
02/03/19 03:37:33 AM,
02/03/19 03:38:30 AM,38.6923
02/03/19 03:38:33 AM,
02/03/19 03:39:30 AM,38.7304
02/03/19 03:39:33 AM,
02/03/19 03:40:30 AM,38.645
02/03/19 03:40:33 AM,
02/03/19 03:41:30 AM,38.5458
02/03/19 03:41:33 AM,
02/03/19 03:42:30 AM,38.6069
02/03/19 03:42:33 AM,
02/03/19 03:43:30 AM,38.8525
02/03/19 03:43:33 AM,
02/03/19 03:44:30 AM,38.8373
02/03/19 03:44:33 AM,
02/03/19 03:45:30 AM,38.4344
02/03/19 03:45:33 AM,
02/03/19 03:46:30 AM,38.6786
02/03/19 03:46:33 AM,
02/03/19 03:47:30 AM,38.6557
02/03/19 03:47:33 AM,
02/03/19 03:48:30 AM,38.6343
02/03/19 03:48:33 AM,
02/03/19 03:49:30 AM,38.6755
02/03/19 03:49:33 AM,
02/03/19 03:50:30 AM,0.029
02/03/19 03:50:33 AM,
02/03/19 03:51:30 AM,0.0259
02/03/19 03:51:33 AM,
02/03/19 03:52:30 AM,0.0259
02/03/19 03:52:33 AM,
02/03/19 03:53:30 AM,0.0259
02/03/19 03:53:33 AM,
02/03/19 03:54:30 AM,0.0259
02/03/19 03:54:33 AM,
02/03/19 03:55:30 AM,0.0259
02/03/19 03:55:33 AM,
02/03/19 03:56:30 AM,0.0259
02/03/19 03:56:33 AM,
02/03/19 03:57:30 AM,0.0275
02/03/19 03:57:33 AM,
02/03/19 03:58:30 AM,0.0275
02/03/19 03:58:33 AM,
02/03/19 03:59:30 AM,37.3663
02/03/19 03:59:33 AM,
02/03/19 04:00:30 AM,38.0056
02/03/19 04:00:33 AM,
02/03/19 04:01:30 AM,38.4314
02/03/19 04:01:33 AM,
02/03/19 04:02:30 AM,38.3642
02/03/19 04:02:33 AM,
02/03/19 04:03:30 AM,38.4955
02/03/19 04:03:33 AM,
02/03/19 04:04:30 AM,38.2193
02/03/19 04:04:33 AM,
02/03/19 04:05:30 AM,38.2437
02/03/19 04:05:33 AM,
02/03/19 04:06:30 AM,38.2422
02/03/19 04:06:33 AM,
02/03/19 04:07:30 AM,38.5138
02/03/19 04:07:33 AM,
02/03/19 04:08:30 AM,38.6328
02/03/19 04:08:33 AM,
02/03/19 04:09:30 AM,38.7869
02/03/19 04:09:33 AM,
02/03/19 04:10:30 AM,38.5962
02/03/19 04:10:33 AM,
02/03/19 04:11:30 AM,38.7137
02/03/19 04:11:33 AM,
02/03/19 04:12:30 AM,38.6755
02/03/19 04:12:33 AM,
02/03/19 04:13:30 AM,38.584
02/03/19 04:13:33 AM,
02/03/19 04:14:30 AM,38.6206
02/03/19 04:14:33 AM,
02/03/19 04:15:30 AM,38.6084
02/03/19 04:15:33 AM,
02/03/19 04:16:30 AM,38.5489
02/03/19 04:16:33 AM,
02/03/19 04:17:30 AM,38.587
02/03/19 04:17:33 AM,
02/03/19 04:18:30 AM,38.6191
02/03/19 04:18:33 AM,
02/03/19 04:19:30 AM,38.7335
02/03/19 04:19:33 AM,
02/03/19 04:20:30 AM,38.6831
02/03/19 04:20:33 AM,
02/03/19 04:21:30 AM,38.6191
02/03/19 04:21:33 AM,
02/03/19 04:22:30 AM,38.5473
02/03/19 04:22:33 AM,
02/03/19 04:23:30 AM,38.6297
02/03/19 04:23:33 AM,
02/03/19 04:24:30 AM,38.5718
02/03/19 04:24:33 AM,
02/03/19 04:25:30 AM,38.6267
02/03/19 04:25:33 AM,
02/03/19 04:26:30 AM,38.5641
02/03/19 04:26:33 AM,
02/03/19 04:27:30 AM,0.0259
02/03/19 04:27:33 AM,
02/03/19 04:28:30 AM,0.0259
02/03/19 04:28:33 AM,
02/03/19 04:29:30 AM,0.0259
02/03/19 04:29:33 AM,
02/03/19 04:30:30 AM,0.0259
02/03/19 04:30:33 AM,
02/03/19 04:31:30 AM,0.0259
02/03/19 04:31:33 AM,
02/03/19 04:32:30 AM,0.0259
02/03/19 04:32:33 AM,
02/03/19 04:33:30 AM,0.0259
02/03/19 04:33:33 AM,
02/03/19 04:34:30 AM,0.0275
02/03/19 04:34:33 AM,
02/03/19 04:35:30 AM,0.0275
02/03/19 04:35:33 AM,
02/03/19 04:36:30 AM,36.5484
02/03/19 04:36:33 AM,
02/03/19 04:37:30 AM,38.1964
02/03/19 04:37:33 AM,
02/03/19 04:38:30 AM,38.584
02/03/19 04:38:33 AM,
02/03/19 04:39:30 AM,38.584
02/03/19 04:39:33 AM,
02/03/19 04:40:30 AM,38.7732
02/03/19 04:40:33 AM,
02/03/19 04:41:30 AM,38.7854
02/03/19 04:41:33 AM,
02/03/19 04:42:30 AM,38.8052
02/03/19 04:42:33 AM,
02/03/19 04:43:30 AM,38.9487
02/03/19 04:43:33 AM,
02/03/19 04:44:30 AM,38.9212
02/03/19 04:44:33 AM,
02/03/19 04:45:30 AM,38.8891
02/03/19 04:45:33 AM,
02/03/19 04:46:30 AM,38.8937
02/03/19 04:46:33 AM,
02/03/19 04:47:30 AM,38.9136
02/03/19 04:47:33 AM,
02/03/19 04:48:30 AM,38.7091
02/03/19 04:48:33 AM,
02/03/19 04:49:30 AM,38.8617
02/03/19 04:49:33 AM,
02/03/19 04:50:30 AM,38.8205
02/03/19 04:50:33 AM,
02/03/19 04:51:30 AM,38.8159
02/03/19 04:51:33 AM,
02/03/19 04:52:30 AM,38.8174
02/03/19 04:52:33 AM,
02/03/19 04:53:30 AM,38.7869
02/03/19 04:53:33 AM,
02/03/19 04:54:30 AM,38.6831
02/03/19 04:54:33 AM,
02/03/19 04:55:30 AM,38.6252
02/03/19 04:55:33 AM,
02/03/19 04:56:30 AM,38.6847
02/03/19 04:56:33 AM,
02/03/19 04:57:30 AM,38.7213
02/03/19 04:57:33 AM,
02/03/19 04:58:30 AM,38.706
02/03/19 04:58:33 AM,
02/03/19 04:59:30 AM,38.7076
02/03/19 04:59:33 AM,
02/03/19 05:00:30 AM,38.5977
02/03/19 05:00:33 AM,
02/03/19 05:01:30 AM,38.6236
02/03/19 05:01:33 AM,
02/03/19 05:02:30 AM,38.5794
02/03/19 05:02:33 AM,
02/03/19 05:03:30 AM,0.0275
02/03/19 05:03:33 AM,
02/03/19 05:04:30 AM,0.0259
02/03/19 05:04:33 AM,
02/03/19 05:05:30 AM,0.0259
02/03/19 05:05:33 AM,
02/03/19 05:06:30 AM,0.0259
02/03/19 05:06:33 AM,
02/03/19 05:07:30 AM,0.0259
02/03/19 05:07:33 AM,
02/03/19 05:08:30 AM,0.0259
02/03/19 05:08:33 AM,
02/03/19 05:09:30 AM,0.0259
02/03/19 05:09:33 AM,
02/03/19 05:10:30 AM,0.0259
02/03/19 05:10:33 AM,
02/03/19 05:11:30 AM,0.0275
02/03/19 05:11:33 AM,
02/03/19 05:12:30 AM,0.0275
02/03/19 05:12:33 AM,
02/03/19 05:13:30 AM,38.0713
02/03/19 05:13:33 AM,
02/03/19 05:14:30 AM,38.3032
02/03/19 05:14:33 AM,
02/03/19 05:15:30 AM,38.2681
02/03/19 05:15:33 AM,
02/03/19 05:16:30 AM,38.6114
02/03/19 05:16:33 AM,
02/03/19 05:17:30 AM,38.5214
02/03/19 05:17:33 AM,
02/03/19 05:18:30 AM,38.4314
02/03/19 05:18:33 AM,
02/03/19 05:19:30 AM,38.5885
02/03/19 05:19:33 AM,
02/03/19 05:20:30 AM,38.4588
02/03/19 05:20:33 AM,
02/03/19 05:21:30 AM,38.529
02/03/19 05:21:33 AM,
02/03/19 05:22:30 AM,38.5092
02/03/19 05:22:33 AM,
02/03/19 05:23:30 AM,38.4878
02/03/19 05:23:33 AM,
02/03/19 05:24:30 AM,38.6526
02/03/19 05:24:33 AM,
02/03/19 05:25:30 AM,38.5885
02/03/19 05:25:33 AM,
02/03/19 05:26:30 AM,38.613
02/03/19 05:26:33 AM,
02/03/19 05:27:30 AM,38.4924
02/03/19 05:27:33 AM,
02/03/19 05:28:30 AM,38.6236
02/03/19 05:28:33 AM,
02/03/19 05:29:30 AM,38.3154
02/03/19 05:29:33 AM,
02/03/19 05:30:30 AM,38.3841
02/03/19 05:30:33 AM,
02/03/19 05:31:30 AM,38.5183
02/03/19 05:31:33 AM,
02/03/19 05:32:30 AM,38.4665
02/03/19 05:32:33 AM,
02/03/19 05:33:30 AM,38.323
02/03/19 05:33:33 AM,
02/03/19 05:34:30 AM,38.3948
02/03/19 05:34:33 AM,
02/03/19 05:35:30 AM,38.3719
02/03/19 05:35:33 AM,
02/03/19 05:36:30 AM,38.4817
02/03/19 05:36:33 AM,
02/03/19 05:37:30 AM,0.0259
02/03/19 05:37:33 AM,
02/03/19 05:38:30 AM,0.0259
02/03/19 05:38:33 AM,
02/03/19 05:39:30 AM,0.0259
02/03/19 05:39:33 AM,
02/03/19 05:40:30 AM,0.0259
02/03/19 05:40:33 AM,
02/03/19 05:41:30 AM,0.0259
02/03/19 05:41:33 AM,
02/03/19 05:42:30 AM,0.0259
02/03/19 05:42:33 AM,
02/03/19 05:43:30 AM,0.0259
02/03/19 05:43:33 AM,
02/03/19 05:44:30 AM,0.0259
02/03/19 05:44:33 AM,
02/03/19 05:45:30 AM,0.0275
02/03/19 05:45:33 AM,
02/03/19 05:46:30 AM,0.0275
02/03/19 05:46:33 AM,
02/03/19 05:47:30 AM,37.966
02/03/19 05:47:33 AM,
02/03/19 05:48:30 AM,38.2147
02/03/19 05:48:33 AM,
02/03/19 05:49:30 AM,38.2238
02/03/19 05:49:33 AM,
02/03/19 05:50:30 AM,38.3108
02/03/19 05:50:33 AM,
02/03/19 05:51:30 AM,38.407
02/03/19 05:51:33 AM,
02/03/19 05:52:30 AM,38.4146
02/03/19 05:52:33 AM,
02/03/19 05:53:30 AM,38.2712
02/03/19 05:53:33 AM,
02/03/19 05:54:30 AM,38.3322
02/03/19 05:54:33 AM,
02/03/19 05:55:30 AM,38.3581
02/03/19 05:55:33 AM,
02/03/19 05:56:30 AM,38.3474
02/03/19 05:56:33 AM,
02/03/19 05:57:30 AM,38.2773
02/03/19 05:57:33 AM,
02/03/19 05:58:30 AM,38.3642
02/03/19 05:58:33 AM,
02/03/19 05:59:30 AM,38.2559
02/03/19 05:59:33 AM,
02/03/19 06:00:30 AM,38.349
02/03/19 06:00:33 AM,
02/03/19 06:01:30 AM,38.2788
02/03/19 06:01:33 AM,
02/03/19 06:02:30 AM,38.2773
02/03/19 06:02:33 AM,
02/03/19 06:03:30 AM,38.2269
02/03/19 06:03:33 AM,
02/03/19 06:04:30 AM,38.2849
02/03/19 06:04:33 AM,
02/03/19 06:05:30 AM,38.204
02/03/19 06:05:33 AM,
02/03/19 06:06:30 AM,38.2895
02/03/19 06:06:33 AM,
02/03/19 06:07:30 AM,38.2162
02/03/19 06:07:33 AM,
02/03/19 06:08:30 AM,38.2681
02/03/19 06:08:33 AM,
02/03/19 06:09:30 AM,38.2635
02/03/19 06:09:33 AM,
02/03/19 06:10:30 AM,0.0259
02/03/19 06:10:33 AM,
02/03/19 06:11:30 AM,0.0259
02/03/19 06:11:33 AM,
02/03/19 06:12:30 AM,0.0244
02/03/19 06:12:33 AM,
02/03/19 06:13:30 AM,0.0244
02/03/19 06:13:33 AM,
02/03/19 06:14:30 AM,0.0244
02/03/19 06:14:33 AM,
02/03/19 06:15:30 AM,0.0244
02/03/19 06:15:33 AM,
02/03/19 06:16:30 AM,0.0244
02/03/19 06:16:33 AM,
02/03/19 06:17:30 AM,0.0244
02/03/19 06:17:33 AM,
02/03/19 06:18:30 AM,0.0275
02/03/19 06:18:33 AM,
02/03/19 06:19:30 AM,0.0275
02/03/19 06:19:33 AM,
02/03/19 06:20:30 AM,36.4141
02/03/19 06:20:33 AM,
02/03/19 06:21:30 AM,37.7005
02/03/19 06:21:33 AM,
02/03/19 06:22:30 AM,38.1155
02/03/19 06:22:33 AM,
02/03/19 06:23:30 AM,38.1506
02/03/19 06:23:33 AM,
02/03/19 06:24:30 AM,38.2712
02/03/19 06:24:33 AM,
02/03/19 06:25:30 AM,38.2635
02/03/19 06:25:33 AM,
02/03/19 06:26:30 AM,38.2116
02/03/19 06:26:33 AM,
02/03/19 06:27:30 AM,38.3093
02/03/19 06:27:33 AM,
02/03/19 06:28:30 AM,38.2055
02/03/19 06:28:33 AM,
02/03/19 06:29:30 AM,38.1445
02/03/19 06:29:33 AM,
02/03/19 06:30:30 AM,38.1521
02/03/19 06:30:33 AM,
02/03/19 06:31:30 AM,38.1689
02/03/19 06:31:33 AM,
02/03/19 06:32:30 AM,38.2727
02/03/19 06:32:33 AM,
02/03/19 06:33:30 AM,38.1918
02/03/19 06:33:33 AM,
02/03/19 06:34:30 AM,38.1521
02/03/19 06:34:33 AM,
02/03/19 06:35:30 AM,38.172
02/03/19 06:35:33 AM,
02/03/19 06:36:30 AM,38.0056
02/03/19 06:36:33 AM,
02/03/19 06:37:30 AM,38.3032
02/03/19 06:37:33 AM,
02/03/19 06:38:30 AM,38.1735
02/03/19 06:38:33 AM,
02/03/19 06:39:30 AM,38.1994
02/03/19 06:39:33 AM,
02/03/19 06:40:30 AM,38.201
02/03/19 06:40:33 AM,
02/03/19 06:41:30 AM,38.2132
02/03/19 06:41:33 AM,
02/03/19 06:42:30 AM,38.2895
02/03/19 06:42:33 AM,
02/03/19 06:43:30 AM,0.0244
02/03/19 06:43:33 AM,
02/03/19 06:44:30 AM,0.0244
02/03/19 06:44:33 AM,
02/03/19 06:45:30 AM,0.0244
02/03/19 06:45:33 AM,
02/03/19 06:46:30 AM,0.0244
02/03/19 06:46:33 AM,
02/03/19 06:47:30 AM,0.0214
02/03/19 06:47:33 AM,
02/03/19 06:48:30 AM,0.0214
02/03/19 06:48:33 AM,
02/03/19 06:49:30 AM,0.0214
02/03/19 06:49:33 AM,
02/03/19 06:50:30 AM,0.0229
02/03/19 06:50:33 AM,
02/03/19 06:51:30 AM,0.0229
02/03/19 06:51:33 AM,
02/03/19 06:52:30 AM,0.0229
02/03/19 06:52:33 AM,
02/03/19 06:53:30 AM,37.7829
02/03/19 06:53:33 AM,
02/03/19 06:54:30 AM,38.0896
02/03/19 06:54:33 AM,
02/03/19 06:55:30 AM,38.2345
02/03/19 06:55:33 AM,
02/03/19 06:56:30 AM,38.3047
02/03/19 06:56:33 AM,
02/03/19 06:57:30 AM,38.2422
02/03/19 06:57:33 AM,
02/03/19 06:58:30 AM,38.1827
02/03/19 06:58:33 AM,
02/03/19 06:59:30 AM,38.1689
02/03/19 06:59:33 AM,
02/03/19 07:00:30 AM,38.3688
02/03/19 07:00:33 AM,
02/03/19 07:01:30 AM,38.2528
02/03/19 07:01:33 AM,
02/03/19 07:02:30 AM,38.2147
02/03/19 07:02:33 AM,
02/03/19 07:03:30 AM,38.0774
02/03/19 07:03:33 AM,
02/03/19 07:04:30 AM,38.1445
02/03/19 07:04:33 AM,
02/03/19 07:05:30 AM,38.2681
02/03/19 07:05:33 AM,
02/03/19 07:06:30 AM,38.4848
02/03/19 07:06:33 AM,
02/03/19 07:07:30 AM,38.1964
02/03/19 07:07:33 AM,
02/03/19 07:08:30 AM,38.1979
02/03/19 07:08:33 AM,
02/03/19 07:09:30 AM,38.1872
02/03/19 07:09:33 AM,
02/03/19 07:10:30 AM,38.2864
02/03/19 07:10:33 AM,
02/03/19 07:11:30 AM,38.2528
02/03/19 07:11:33 AM,
02/03/19 07:12:30 AM,38.2376
02/03/19 07:12:33 AM,
02/03/19 07:13:30 AM,0.0305
02/03/19 07:13:33 AM,
02/03/19 07:14:30 AM,0.0214
02/03/19 07:14:33 AM,
02/03/19 07:15:30 AM,0.0214
02/03/19 07:15:33 AM,
02/03/19 07:16:30 AM,0.0214
02/03/19 07:16:33 AM,
02/03/19 07:17:30 AM,0.0214
02/03/19 07:17:33 AM,
02/03/19 07:18:30 AM,0.0214
02/03/19 07:18:33 AM,
02/03/19 07:19:30 AM,0.0214
02/03/19 07:19:33 AM,
02/03/19 07:20:30 AM,0.0214
02/03/19 07:20:33 AM,
02/03/19 07:21:30 AM,0.0229
02/03/19 07:21:33 AM,
02/03/19 07:22:30 AM,0.0229
02/03/19 07:22:33 AM,
02/03/19 07:23:30 AM,36.6644
02/03/19 07:23:33 AM,
02/03/19 07:24:30 AM,38.027
02/03/19 07:24:33 AM,
02/03/19 07:25:30 AM,38.1323
02/03/19 07:25:33 AM,
02/03/19 07:26:30 AM,38.0697
02/03/19 07:26:33 AM,
02/03/19 07:27:30 AM,38.3185
02/03/19 07:27:33 AM,
02/03/19 07:28:30 AM,38.323
02/03/19 07:28:33 AM,
02/03/19 07:29:30 AM,38.3352
02/03/19 07:29:33 AM,
02/03/19 07:30:30 AM,38.5138
02/03/19 07:30:33 AM,
02/03/19 07:31:30 AM,38.4375
02/03/19 07:31:33 AM,
02/03/19 07:32:30 AM,38.439
02/03/19 07:32:33 AM,
02/03/19 07:33:30 AM,38.5199
02/03/19 07:33:33 AM,
02/03/19 07:34:30 AM,38.4619
02/03/19 07:34:33 AM,
02/03/19 07:35:30 AM,38.0331
02/03/19 07:35:33 AM,
02/03/19 07:36:30 AM,38.2345
02/03/19 07:36:33 AM,
02/03/19 07:37:30 AM,38.4405
02/03/19 07:37:33 AM,
02/03/19 07:38:30 AM,38.4161
02/03/19 07:38:33 AM,
02/03/19 07:39:30 AM,38.5595
02/03/19 07:39:33 AM,
02/03/19 07:40:30 AM,38.4512
02/03/19 07:40:33 AM,
02/03/19 07:41:30 AM,38.5458
02/03/19 07:41:33 AM,
02/03/19 07:42:30 AM,38.5473
02/03/19 07:42:33 AM,
02/03/19 07:43:30 AM,0.0214
02/03/19 07:43:33 AM,
02/03/19 07:44:30 AM,0.0214
02/03/19 07:44:33 AM,
02/03/19 07:45:30 AM,0.0214
02/03/19 07:45:33 AM,
