time,amps
02/02/19 06:53:33 AM,
02/02/19 06:54:30 AM,35.4559
02/02/19 06:54:33 AM,
02/02/19 06:55:30 AM,35.4391
02/02/19 06:55:33 AM,
02/02/19 06:56:30 AM,35.4818
02/02/19 06:56:33 AM,
02/02/19 06:57:30 AM,35.4742
02/02/19 06:57:33 AM,
02/02/19 06:58:30 AM,35.3964
02/02/19 06:58:33 AM,
02/02/19 06:59:30 AM,35.5138
02/02/19 06:59:33 AM,
02/02/19 07:00:30 AM,0.0229
02/02/19 07:00:33 AM,
02/02/19 07:01:30 AM,0.0214
02/02/19 07:01:33 AM,
02/02/19 07:02:30 AM,0.0214
02/02/19 07:02:33 AM,
02/02/19 07:03:30 AM,0.0214
02/02/19 07:03:33 AM,
02/02/19 07:04:30 AM,0.0214
02/02/19 07:04:33 AM,
02/02/19 07:05:30 AM,0.0214
02/02/19 07:05:33 AM,
02/02/19 07:06:30 AM,0.0214
02/02/19 07:06:33 AM,
02/02/19 07:07:30 AM,0.0244
02/02/19 07:07:33 AM,
02/02/19 07:08:30 AM,36.8521
02/02/19 07:08:33 AM,
02/02/19 07:09:30 AM,38.3093
02/02/19 07:09:33 AM,
02/02/19 07:10:30 AM,38.7793
02/02/19 07:10:33 AM,
02/02/19 07:11:30 AM,38.8785
02/02/19 07:11:33 AM,
02/02/19 07:12:30 AM,38.9242
02/02/19 07:12:33 AM,
02/02/19 07:13:30 AM,35.1751
02/02/19 07:13:33 AM,
02/02/19 07:14:30 AM,35.5749
02/02/19 07:14:33 AM,
02/02/19 07:15:30 AM,35.5901
02/02/19 07:15:33 AM,
02/02/19 07:16:30 AM,35.6008
02/02/19 07:16:33 AM,
02/02/19 07:17:30 AM,35.6588
02/02/19 07:17:33 AM,
02/02/19 07:18:30 AM,35.6313
02/02/19 07:18:33 AM,
02/02/19 07:19:30 AM,35.5901
02/02/19 07:19:33 AM,
02/02/19 07:20:30 AM,35.5428
02/02/19 07:20:33 AM,
02/02/19 07:21:30 AM,35.697
02/02/19 07:21:33 AM,
02/02/19 07:22:30 AM,35.7443
02/02/19 07:22:33 AM,
02/02/19 07:23:30 AM,35.7824
02/02/19 07:23:33 AM,
02/02/19 07:24:30 AM,35.6725
02/02/19 07:24:33 AM,
02/02/19 07:25:30 AM,35.5657
02/02/19 07:25:33 AM,
02/02/19 07:26:30 AM,35.5779
02/02/19 07:26:33 AM,
02/02/19 07:27:30 AM,35.5337
02/02/19 07:27:33 AM,
02/02/19 07:28:30 AM,35.6847
02/02/19 07:28:33 AM,
02/02/19 07:29:30 AM,35.5901
02/02/19 07:29:33 AM,
02/02/19 07:30:30 AM,35.5169
02/02/19 07:30:33 AM,
02/02/19 07:31:30 AM,35.6329
02/02/19 07:31:33 AM,
02/02/19 07:32:30 AM,35.5673
02/02/19 07:32:33 AM,
02/02/19 07:33:30 AM,35.5856
02/02/19 07:33:33 AM,
02/02/19 07:34:30 AM,35.5062
02/02/19 07:34:33 AM,
02/02/19 07:35:30 AM,35.4391
02/02/19 07:35:33 AM,
02/02/19 07:36:30 AM,35.5627
02/02/19 07:36:33 AM,
02/02/19 07:37:30 AM,35.8846
02/02/19 07:37:33 AM,
02/02/19 07:38:30 AM,35.9762
02/02/19 07:38:33 AM,
02/02/19 07:39:30 AM,35.5673
02/02/19 07:39:33 AM,
02/02/19 07:40:30 AM,35.6832
02/02/19 07:40:33 AM,
02/02/19 07:41:30 AM,35.6542
02/02/19 07:41:33 AM,
02/02/19 07:42:30 AM,35.6725
02/02/19 07:42:33 AM,
02/02/19 07:43:30 AM,0.0229
02/02/19 07:43:33 AM,
02/02/19 07:44:30 AM,0.0214
02/02/19 07:44:33 AM,
02/02/19 07:45:30 AM,0.0214
02/02/19 07:45:33 AM,
02/02/19 07:46:30 AM,0.0214
02/02/19 07:46:33 AM,
02/02/19 07:47:30 AM,0.0214
02/02/19 07:47:33 AM,
02/02/19 07:48:30 AM,0.0214
02/02/19 07:48:33 AM,
02/02/19 07:49:30 AM,0.0244
02/02/19 07:49:33 AM,
02/02/19 07:50:30 AM,0.0244
02/02/19 07:50:33 AM,
02/02/19 07:51:30 AM,38.6404
02/02/19 07:51:33 AM,
02/02/19 07:52:30 AM,38.6419
02/02/19 07:52:33 AM,
02/02/19 07:53:30 AM,38.8312
02/02/19 07:53:33 AM,
02/02/19 07:54:30 AM,38.4726
02/02/19 07:54:33 AM,
02/02/19 07:55:30 AM,35.8175
02/02/19 07:55:33 AM,
02/02/19 07:56:30 AM,35.9014
02/02/19 07:56:33 AM,
02/02/19 07:57:30 AM,35.9869
02/02/19 07:57:33 AM,
02/02/19 07:58:30 AM,35.7519
02/02/19 07:58:33 AM,
02/02/19 07:59:30 AM,35.9304
02/02/19 07:59:33 AM,
02/02/19 08:00:30 AM,35.8724
02/02/19 08:00:33 AM,
02/02/19 08:01:30 AM,35.9564
02/02/19 08:01:33 AM,
02/02/19 08:02:30 AM,36.2402
02/02/19 08:02:33 AM,
02/02/19 08:03:30 AM,36.2005
02/02/19 08:03:33 AM,
02/02/19 08:04:30 AM,36.1898
02/02/19 08:04:33 AM,
02/02/19 08:05:30 AM,36.2737
02/02/19 08:05:33 AM,
02/02/19 08:06:30 AM,36.1715
02/02/19 08:06:33 AM,
02/02/19 08:07:30 AM,36.2554
02/02/19 08:07:33 AM,
02/02/19 08:08:30 AM,36.1608
02/02/19 08:08:33 AM,
02/02/19 08:09:30 AM,36.0891
02/02/19 08:09:33 AM,
02/02/19 08:10:30 AM,36.2448
02/02/19 08:10:33 AM,
02/02/19 08:11:30 AM,36.4309
02/02/19 08:11:33 AM,
02/02/19 08:12:30 AM,36.1181
02/02/19 08:12:33 AM,
02/02/19 08:13:30 AM,35.9625
02/02/19 08:13:33 AM,
02/02/19 08:14:30 AM,35.8328
02/02/19 08:14:33 AM,
02/02/19 08:15:30 AM,35.8068
02/02/19 08:15:33 AM,
02/02/19 08:16:30 AM,35.8373
02/02/19 08:16:33 AM,
02/02/19 08:17:30 AM,35.8434
02/02/19 08:17:33 AM,
02/02/19 08:18:30 AM,35.7488
02/02/19 08:18:33 AM,
02/02/19 08:19:30 AM,35.7687
02/02/19 08:19:33 AM,
02/02/19 08:20:30 AM,35.8358
02/02/19 08:20:33 AM,
02/02/19 08:21:30 AM,35.7244
02/02/19 08:21:33 AM,
02/02/19 08:22:30 AM,35.9411
02/02/19 08:22:33 AM,
02/02/19 08:23:30 AM,36.0281
02/02/19 08:23:33 AM,
02/02/19 08:24:30 AM,35.9548
02/02/19 08:24:33 AM,
02/02/19 08:25:30 AM,36.0082
02/02/19 08:25:33 AM,
02/02/19 08:26:30 AM,36.0235
02/02/19 08:26:33 AM,
02/02/19 08:27:30 AM,36.1044
02/02/19 08:27:33 AM,
02/02/19 08:28:30 AM,36.1761
02/02/19 08:28:33 AM,
02/02/19 08:29:30 AM,0.0336
02/02/19 08:29:33 AM,
02/02/19 08:30:30 AM,0.0244
02/02/19 08:30:33 AM,
02/02/19 08:31:30 AM,0.0244
02/02/19 08:31:33 AM,
02/02/19 08:32:30 AM,0.0244
02/02/19 08:32:33 AM,
02/02/19 08:33:30 AM,0.0244
02/02/19 08:33:33 AM,
02/02/19 08:34:30 AM,0.0244
02/02/19 08:34:33 AM,
02/02/19 08:35:30 AM,0.0244
02/02/19 08:35:33 AM,
02/02/19 08:36:30 AM,0.0259
02/02/19 08:36:33 AM,
02/02/19 08:37:30 AM,37.1862
02/02/19 08:37:33 AM,
02/02/19 08:38:30 AM,38.9242
02/02/19 08:38:33 AM,
02/02/19 08:39:30 AM,35.584
02/02/19 08:39:33 AM,
02/02/19 08:40:30 AM,36.2921
02/02/19 08:40:33 AM,
02/02/19 08:41:30 AM,36.2997
02/02/19 08:41:33 AM,
02/02/19 08:42:30 AM,36.2005
02/02/19 08:42:33 AM,
02/02/19 08:43:30 AM,36.2661
02/02/19 08:43:33 AM,
02/02/19 08:44:30 AM,36.2478
02/02/19 08:44:33 AM,
02/02/19 08:45:30 AM,36.5438
02/02/19 08:45:33 AM,
02/02/19 08:46:30 AM,36.527
02/02/19 08:46:33 AM,
02/02/19 08:47:30 AM,36.463
02/02/19 08:47:33 AM,
02/02/19 08:48:30 AM,36.6827
02/02/19 08:48:33 AM,
02/02/19 08:49:30 AM,36.4172
02/02/19 08:49:33 AM,
02/02/19 08:50:30 AM,36.5255
02/02/19 08:50:33 AM,
02/02/19 08:51:30 AM,36.5148
02/02/19 08:51:33 AM,
02/02/19 08:52:30 AM,36.7376
02/02/19 08:52:33 AM,
02/02/19 08:53:30 AM,36.5377
02/02/19 08:53:33 AM,
02/02/19 08:54:30 AM,36.6918
02/02/19 08:54:33 AM,
02/02/19 08:55:30 AM,36.4553
02/02/19 08:55:33 AM,
02/02/19 08:56:30 AM,36.6613
02/02/19 08:56:33 AM,
02/02/19 08:57:30 AM,36.759
02/02/19 08:57:33 AM,
02/02/19 08:58:30 AM,36.7285
02/02/19 08:58:33 AM,
02/02/19 08:59:30 AM,36.6674
02/02/19 08:59:33 AM,
02/02/19 09:00:30 AM,36.5866
02/02/19 09:00:33 AM,
02/02/19 09:01:30 AM,36.5057
02/02/19 09:01:33 AM,
02/02/19 09:02:30 AM,36.5698
02/02/19 09:02:33 AM,
02/02/19 09:03:30 AM,36.5377
02/02/19 09:03:33 AM,
02/02/19 09:04:30 AM,36.7071
02/02/19 09:04:33 AM,
02/02/19 09:05:30 AM,36.6827
02/02/19 09:05:33 AM,
02/02/19 09:06:30 AM,36.5179
02/02/19 09:06:33 AM,
02/02/19 09:07:30 AM,37.113
02/02/19 09:07:33 AM,
02/02/19 09:08:30 AM,36.7605
02/02/19 09:08:33 AM,
02/02/19 09:09:30 AM,37.1054
02/02/19 09:09:33 AM,
02/02/19 09:10:30 AM,36.9421
02/02/19 09:10:33 AM,
02/02/19 09:11:30 AM,36.7468
02/02/19 09:11:33 AM,
02/02/19 09:12:30 AM,36.7407
02/02/19 09:12:33 AM,
02/02/19 09:13:30 AM,36.9116
02/02/19 09:13:33 AM,
02/02/19 09:14:30 AM,36.7437
02/02/19 09:14:33 AM,
02/02/19 09:15:30 AM,37.2335
02/02/19 09:15:33 AM,
02/02/19 09:16:30 AM,37.0718
02/02/19 09:16:33 AM,
02/02/19 09:17:30 AM,37.1664
02/02/19 09:17:33 AM,
02/02/19 09:18:30 AM,37.319
02/02/19 09:18:33 AM,
02/02/19 09:19:30 AM,37.4823
02/02/19 09:19:33 AM,
02/02/19 09:20:30 AM,37.1801
02/02/19 09:20:33 AM,
02/02/19 09:21:30 AM,37.2702
02/02/19 09:21:33 AM,
02/02/19 09:22:30 AM,37.5006
02/02/19 09:22:33 AM,
02/02/19 09:23:30 AM,37.0291
02/02/19 09:23:33 AM,
02/02/19 09:24:30 AM,37.1328
02/02/19 09:24:33 AM,
02/02/19 09:25:30 AM,37.5769
02/02/19 09:25:33 AM,
02/02/19 09:26:30 AM,37.4517
02/02/19 09:26:33 AM,
02/02/19 09:27:30 AM,37.2625
02/02/19 09:27:33 AM,
02/02/19 09:28:30 AM,37.4456
02/02/19 09:28:33 AM,
02/02/19 09:29:30 AM,0.032
02/02/19 09:29:33 AM,
02/02/19 09:30:30 AM,0.032
02/02/19 09:30:33 AM,
02/02/19 09:31:30 AM,0.032
02/02/19 09:31:33 AM,
02/02/19 09:32:30 AM,0.032
02/02/19 09:32:33 AM,
02/02/19 09:33:30 AM,0.032
02/02/19 09:33:33 AM,
02/02/19 09:34:30 AM,0.032
02/02/19 09:34:33 AM,
02/02/19 09:35:30 AM,0.032
02/02/19 09:35:33 AM,
02/02/19 09:36:30 AM,0.032
02/02/19 09:36:33 AM,
02/02/19 09:37:30 AM,0.032
02/02/19 09:37:33 AM,
02/02/19 09:38:30 AM,39.6612
02/02/19 09:38:33 AM,
02/02/19 09:39:30 AM,37.0764
02/02/19 09:39:33 AM,
02/02/19 09:40:30 AM,37.0947
02/02/19 09:40:33 AM,
02/02/19 09:41:30 AM,37.2503
02/02/19 09:41:33 AM,
02/02/19 09:42:30 AM,37.0321
02/02/19 09:42:33 AM,
02/02/19 09:43:30 AM,36.9894
02/02/19 09:43:33 AM,
02/02/19 09:44:30 AM,36.7224
02/02/19 09:44:33 AM,
02/02/19 09:45:30 AM,37.1542
02/02/19 09:45:33 AM,
02/02/19 09:46:30 AM,37.1603
02/02/19 09:46:33 AM,
02/02/19 09:47:30 AM,37.0428
02/02/19 09:47:33 AM,
02/02/19 09:48:30 AM,37.1283
02/02/19 09:48:33 AM,
02/02/19 09:49:30 AM,36.9039
02/02/19 09:49:33 AM,
02/02/19 09:50:30 AM,36.8673
02/02/19 09:50:33 AM,
02/02/19 09:51:30 AM,37.1862
02/02/19 09:51:33 AM,
02/02/19 09:52:30 AM,37.1435
02/02/19 09:52:33 AM,
02/02/19 09:53:30 AM,37.0962
02/02/19 09:53:33 AM,
02/02/19 09:54:30 AM,37.0947
02/02/19 09:54:33 AM,
02/02/19 09:55:30 AM,36.8765
02/02/19 09:55:33 AM,
02/02/19 09:56:30 AM,37.1405
02/02/19 09:56:33 AM,
02/02/19 09:57:30 AM,37.351
02/02/19 09:57:33 AM,
02/02/19 09:58:30 AM,37.258
02/02/19 09:58:33 AM,
02/02/19 09:59:30 AM,37.3648
02/02/19 09:59:33 AM,
02/02/19 10:00:30 AM,37.4197
02/02/19 10:00:33 AM,
02/02/19 10:01:30 AM,37.4823
02/02/19 10:01:33 AM,
02/02/19 10:02:30 AM,37.5113
02/02/19 10:02:33 AM,
02/02/19 10:03:30 AM,37.4624
02/02/19 10:03:33 AM,
02/02/19 10:04:30 AM,37.464
02/02/19 10:04:33 AM,
02/02/19 10:05:30 AM,37.3159
02/02/19 10:05:33 AM,
02/02/19 10:06:30 AM,37.2625
02/02/19 10:06:33 AM,
02/02/19 10:07:30 AM,37.5204
02/02/19 10:07:33 AM,
02/02/19 10:08:30 AM,37.496
02/02/19 10:08:33 AM,
02/02/19 10:09:30 AM,37.3037
02/02/19 10:09:33 AM,
02/02/19 10:10:30 AM,37.3846
02/02/19 10:10:33 AM,
02/02/19 10:11:30 AM,37.38
02/02/19 10:11:33 AM,
02/02/19 10:12:30 AM,37.2961
02/02/19 10:12:33 AM,
02/02/19 10:13:30 AM,37.2976
02/02/19 10:13:33 AM,
02/02/19 10:14:30 AM,37.2869
02/02/19 10:14:33 AM,
02/02/19 10:15:30 AM,37.3449
02/02/19 10:15:33 AM,
02/02/19 10:16:30 AM,37.2976
02/02/19 10:16:33 AM,
02/02/19 10:17:30 AM,37.0352
02/02/19 10:17:33 AM,
02/02/19 10:18:30 AM,37.2274
02/02/19 10:18:33 AM,
02/02/19 10:19:30 AM,37.409
02/02/19 10:19:33 AM,
02/02/19 10:20:30 AM,37.2137
02/02/19 10:20:33 AM,
02/02/19 10:21:30 AM,37.38
02/02/19 10:21:33 AM,
02/02/19 10:22:30 AM,37.3388
02/02/19 10:22:33 AM,
02/02/19 10:23:30 AM,37.2335
02/02/19 10:23:33 AM,
02/02/19 10:24:30 AM,37.142
02/02/19 10:24:33 AM,
02/02/19 10:25:30 AM,37.026
02/02/19 10:25:33 AM,
02/02/19 10:26:30 AM,37.1695
02/02/19 10:26:33 AM,
02/02/19 10:27:30 AM,37.1145
02/02/19 10:27:33 AM,
02/02/19 10:28:30 AM,37.1939
02/02/19 10:28:33 AM,
02/02/19 10:29:30 AM,0.0305
02/02/19 10:29:33 AM,
02/02/19 10:30:30 AM,0.0305
02/02/19 10:30:33 AM,
02/02/19 10:31:30 AM,0.0305
02/02/19 10:31:33 AM,
02/02/19 10:32:30 AM,0.0305
02/02/19 10:32:33 AM,
02/02/19 10:33:30 AM,0.0305
02/02/19 10:33:33 AM,
02/02/19 10:34:30 AM,0.0305
02/02/19 10:34:33 AM,
02/02/19 10:35:30 AM,0.0305
02/02/19 10:35:33 AM,
02/02/19 10:36:30 AM,0.0305
02/02/19 10:36:33 AM,
02/02/19 10:37:30 AM,0.0305
02/02/19 10:37:33 AM,
02/02/19 10:38:30 AM,39.8627
02/02/19 10:38:33 AM,
02/02/19 10:39:30 AM,37.2702
02/02/19 10:39:33 AM,
02/02/19 10:40:30 AM,37.3632
02/02/19 10:40:33 AM,
02/02/19 10:41:30 AM,37.3571
02/02/19 10:41:33 AM,
02/02/19 10:42:30 AM,37.5357
02/02/19 10:42:33 AM,
02/02/19 10:43:30 AM,37.5189
02/02/19 10:43:33 AM,
02/02/19 10:44:30 AM,37.4044
02/02/19 10:44:33 AM,
02/02/19 10:45:30 AM,37.4212
02/02/19 10:45:33 AM,
02/02/19 10:46:30 AM,37.5097
02/02/19 10:46:33 AM,
02/02/19 10:47:30 AM,37.3281
02/02/19 10:47:33 AM,
02/02/19 10:48:30 AM,37.2045
02/02/19 10:48:33 AM,
02/02/19 10:49:30 AM,37.3678
02/02/19 10:49:33 AM,
02/02/19 10:50:30 AM,37.3007
02/02/19 10:50:33 AM,
02/02/19 10:51:30 AM,37.1237
02/02/19 10:51:33 AM,
02/02/19 10:52:30 AM,37.4655
02/02/19 10:52:33 AM,
02/02/19 10:53:30 AM,37.4899
02/02/19 10:53:33 AM,
02/02/19 10:54:30 AM,38.1018
02/02/19 10:54:33 AM,
02/02/19 10:55:30 AM,37.6684
02/02/19 10:55:33 AM,
02/02/19 10:56:30 AM,37.7157
02/02/19 10:56:33 AM,
02/02/19 10:57:30 AM,37.4945
02/02/19 10:57:33 AM,
02/02/19 10:58:30 AM,37.731
02/02/19 10:58:33 AM,
02/02/19 10:59:30 AM,37.4136
02/02/19 10:59:33 AM,
02/02/19 11:00:30 AM,37.4121
02/02/19 11:00:33 AM,
02/02/19 11:01:30 AM,37.9446
02/02/19 11:01:33 AM,
02/02/19 11:02:30 AM,37.9232
02/02/19 11:02:33 AM,
02/02/19 11:03:30 AM,37.5814
02/02/19 11:03:33 AM,
02/02/19 11:04:30 AM,37.8256
02/02/19 11:04:33 AM,
02/02/19 11:05:30 AM,37.7249
02/02/19 11:05:33 AM,
02/02/19 11:06:30 AM,37.8088
02/02/19 11:06:33 AM,
02/02/19 11:07:30 AM,37.7325
02/02/19 11:07:33 AM,
02/02/19 11:08:30 AM,37.673
02/02/19 11:08:33 AM,
02/02/19 11:09:30 AM,37.6516
02/02/19 11:09:33 AM,
02/02/19 11:10:30 AM,37.6898
02/02/19 11:10:33 AM,
02/02/19 11:11:30 AM,37.4121
02/02/19 11:11:33 AM,
02/02/19 11:12:30 AM,37.5784
02/02/19 11:12:33 AM,
02/02/19 11:13:30 AM,37.1435
02/02/19 11:13:33 AM,
02/02/19 11:14:30 AM,36.8963
02/02/19 11:14:33 AM,
02/02/19 11:15:30 AM,37.3861
02/02/19 11:15:33 AM,
02/02/19 11:16:30 AM,37.3251
02/02/19 11:16:33 AM,
02/02/19 11:17:30 AM,37.1679
02/02/19 11:17:33 AM,
02/02/19 11:18:30 AM,37.0748
02/02/19 11:18:33 AM,
02/02/19 11:19:30 AM,37.3236
02/02/19 11:19:33 AM,
02/02/19 11:20:30 AM,37.5265
02/02/19 11:20:33 AM,
02/02/19 11:21:30 AM,37.4533
02/02/19 11:21:33 AM,
02/02/19 11:22:30 AM,37.3938
02/02/19 11:22:33 AM,
02/02/19 11:23:30 AM,37.2839
02/02/19 11:23:33 AM,
02/02/19 11:24:30 AM,37.5051
02/02/19 11:24:33 AM,
02/02/19 11:25:30 AM,37.2335
02/02/19 11:25:33 AM,
02/02/19 11:26:30 AM,37.4609
02/02/19 11:26:33 AM,
02/02/19 11:27:30 AM,37.4441
02/02/19 11:27:33 AM,
02/02/19 11:28:30 AM,37.3327
02/02/19 11:28:33 AM,
02/02/19 11:29:30 AM,0.032
02/02/19 11:29:33 AM,
02/02/19 11:30:30 AM,0.032
02/02/19 11:30:33 AM,
02/02/19 11:31:30 AM,0.032
02/02/19 11:31:33 AM,
02/02/19 11:32:30 AM,0.032
02/02/19 11:32:33 AM,
02/02/19 11:33:30 AM,0.032
02/02/19 11:33:33 AM,
02/02/19 11:34:30 AM,0.032
02/02/19 11:34:33 AM,
02/02/19 11:35:30 AM,0.032
02/02/19 11:35:33 AM,
02/02/19 11:36:30 AM,0.032
02/02/19 11:36:33 AM,
02/02/19 11:37:30 AM,0.032
02/02/19 11:37:33 AM,
02/02/19 11:38:30 AM,38.8632
02/02/19 11:38:33 AM,
02/02/19 11:39:30 AM,37.6623
02/02/19 11:39:33 AM,
02/02/19 11:40:30 AM,37.5357
02/02/19 11:40:33 AM,
02/02/19 11:41:30 AM,37.2564
02/02/19 11:41:33 AM,
02/02/19 11:42:30 AM,37.4258
02/02/19 11:42:33 AM,
02/02/19 11:43:30 AM,37.5906
02/02/19 11:43:33 AM,
02/02/19 11:44:30 AM,37.3648
02/02/19 11:44:33 AM,
02/02/19 11:45:30 AM,37.4228
02/02/19 11:45:33 AM,
02/02/19 11:46:30 AM,37.6394
02/02/19 11:46:33 AM,
02/02/19 11:47:30 AM,37.4533
02/02/19 11:47:33 AM,
02/02/19 11:48:30 AM,37.6013
02/02/19 11:48:33 AM,
02/02/19 11:49:30 AM,37.3983
02/02/19 11:49:33 AM,
02/02/19 11:50:30 AM,37.1084
02/02/19 11:50:33 AM,
02/02/19 11:51:30 AM,37.5433
02/02/19 11:51:33 AM,
02/02/19 11:52:30 AM,37.6547
02/02/19 11:52:33 AM,
02/02/19 11:53:30 AM,37.2717
02/02/19 11:53:33 AM,
02/02/19 11:54:30 AM,37.8729
02/02/19 11:54:33 AM,
02/02/19 11:55:30 AM,37.5921
02/02/19 11:55:33 AM,
02/02/19 11:56:30 AM,37.5097
02/02/19 11:56:33 AM,
02/02/19 11:57:30 AM,37.8119
02/02/19 11:57:33 AM,
02/02/19 11:58:30 AM,37.3571
02/02/19 11:58:33 AM,
02/02/19 11:59:30 AM,37.7401
02/02/19 11:59:33 AM,
02/02/19 12:00:30 PM,37.7661
02/02/19 12:00:33 PM,
02/02/19 12:01:30 PM,37.4289
02/02/19 12:01:33 PM,
02/02/19 12:02:30 PM,37.4884
02/02/19 12:02:33 PM,
02/02/19 12:03:30 PM,37.7691
02/02/19 12:03:33 PM,
02/02/19 12:04:30 PM,38.0255
02/02/19 12:04:33 PM,
02/02/19 12:05:30 PM,37.7661
02/02/19 12:05:33 PM,
02/02/19 12:06:30 PM,37.5128
02/02/19 12:06:33 PM,
02/02/19 12:07:30 PM,37.6104
02/02/19 12:07:33 PM,
02/02/19 12:08:30 PM,37.5387
02/02/19 12:08:33 PM,
02/02/19 12:09:30 PM,37.7005
02/02/19 12:09:33 PM,
02/02/19 12:10:30 PM,37.6287
02/02/19 12:10:33 PM,
02/02/19 12:11:30 PM,37.7203
02/02/19 12:11:33 PM,
02/02/19 12:12:30 PM,37.5921
02/02/19 12:12:33 PM,
02/02/19 12:13:30 PM,37.1725
02/02/19 12:13:33 PM,
02/02/19 12:14:30 PM,38.0468
02/02/19 12:14:33 PM,
02/02/19 12:15:30 PM,37.6455
02/02/19 12:15:33 PM,
02/02/19 12:16:30 PM,37.879
02/02/19 12:16:33 PM,
02/02/19 12:17:30 PM,38.0941
02/02/19 12:17:33 PM,
02/02/19 12:18:30 PM,37.5082
02/02/19 12:18:33 PM,
02/02/19 12:19:30 PM,37.9232
02/02/19 12:19:33 PM,
02/02/19 12:20:30 PM,0.0336
02/02/19 12:20:33 PM,
02/02/19 12:21:30 PM,0.032
02/02/19 12:21:33 PM,
02/02/19 12:22:30 PM,0.032
02/02/19 12:22:33 PM,
02/02/19 12:23:30 PM,0.032
02/02/19 12:23:33 PM,
02/02/19 12:24:30 PM,0.032
02/02/19 12:24:33 PM,
02/02/19 12:25:30 PM,0.032
02/02/19 12:25:33 PM,
02/02/19 12:26:30 PM,0.032
02/02/19 12:26:33 PM,
02/02/19 12:27:30 PM,39.5773
02/02/19 12:27:33 PM,
02/02/19 12:28:30 PM,37.2152
02/02/19 12:28:33 PM,
02/02/19 12:29:30 PM,37.5402
02/02/19 12:29:33 PM,
02/02/19 12:30:30 PM,37.3037
02/02/19 12:30:33 PM,
02/02/19 12:31:30 PM,37.4105
02/02/19 12:31:33 PM,
02/02/19 12:32:30 PM,37.821
02/02/19 12:32:33 PM,
02/02/19 12:33:30 PM,37.4517
02/02/19 12:33:33 PM,
02/02/19 12:34:30 PM,37.644
02/02/19 12:34:33 PM,
02/02/19 12:35:30 PM,37.3007
02/02/19 12:35:33 PM,
02/02/19 12:36:30 PM,37.5647
02/02/19 12:36:33 PM,
02/02/19 12:37:30 PM,37.4426
02/02/19 12:37:33 PM,
02/02/19 12:38:30 PM,37.554
02/02/19 12:38:33 PM,
02/02/19 12:39:30 PM,37.6699
02/02/19 12:39:33 PM,
02/02/19 12:40:30 PM,37.5967
02/02/19 12:40:33 PM,
02/02/19 12:41:30 PM,37.3144
02/02/19 12:41:33 PM,
02/02/19 12:42:30 PM,37.4273
02/02/19 12:42:33 PM,
02/02/19 12:43:30 PM,37.6303
02/02/19 12:43:33 PM,
02/02/19 12:44:30 PM,37.3236
02/02/19 12:44:33 PM,
02/02/19 12:45:30 PM,37.5326
02/02/19 12:45:33 PM,
02/02/19 12:46:30 PM,37.4701
02/02/19 12:46:33 PM,
02/02/19 12:47:30 PM,37.7279
02/02/19 12:47:33 PM,
02/02/19 12:48:30 PM,37.5708
02/02/19 12:48:33 PM,
02/02/19 12:49:30 PM,37.4228
02/02/19 12:49:33 PM,
02/02/19 12:50:30 PM,37.7157
02/02/19 12:50:33 PM,
02/02/19 12:51:30 PM,37.8332
02/02/19 12:51:33 PM,
02/02/19 12:52:30 PM,37.7646
02/02/19 12:52:33 PM,
02/02/19 12:53:30 PM,38.1186
02/02/19 12:53:33 PM,
02/02/19 12:54:30 PM,37.7234
02/02/19 12:54:33 PM,
02/02/19 12:55:30 PM,38.1216
02/02/19 12:55:33 PM,
02/02/19 12:56:30 PM,38.1476
02/02/19 12:56:33 PM,
02/02/19 12:57:30 PM,37.7905
02/02/19 12:57:33 PM,
02/02/19 12:58:30 PM,37.9278
02/02/19 12:58:33 PM,
02/02/19 12:59:30 PM,37.5174
02/02/19 12:59:33 PM,
02/02/19 01:00:30 PM,37.8836
02/02/19 01:00:33 PM,
02/02/19 01:01:30 PM,37.9065
02/02/19 01:01:33 PM,
02/02/19 01:02:30 PM,37.8988
02/02/19 01:02:33 PM,
02/02/19 01:03:30 PM,37.8714
02/02/19 01:03:33 PM,
02/02/19 01:04:30 PM,37.7676
02/02/19 01:04:33 PM,
02/02/19 01:05:30 PM,37.5753
02/02/19 01:05:33 PM,
02/02/19 01:06:30 PM,37.969
02/02/19 01:06:33 PM,
02/02/19 01:07:30 PM,37.6913
02/02/19 01:07:33 PM,
02/02/19 01:08:30 PM,37.9889
02/02/19 01:08:33 PM,
02/02/19 01:09:30 PM,38.0987
02/02/19 01:09:33 PM,
02/02/19 01:10:30 PM,37.7066
02/02/19 01:10:33 PM,
02/02/19 01:11:30 PM,37.966
02/02/19 01:11:33 PM,
02/02/19 01:12:30 PM,37.8119
02/02/19 01:12:33 PM,
02/02/19 01:13:30 PM,37.9156
02/02/19 01:13:33 PM,
02/02/19 01:14:30 PM,38.0056
02/02/19 01:14:33 PM,
02/02/19 01:15:30 PM,37.9965
02/02/19 01:15:33 PM,
02/02/19 01:16:30 PM,37.9263
02/02/19 01:16:33 PM,
02/02/19 01:17:30 PM,37.7264
02/02/19 01:17:33 PM,
02/02/19 01:18:30 PM,0.032
02/02/19 01:18:33 PM,
02/02/19 01:19:30 PM,0.0305
02/02/19 01:19:33 PM,
02/02/19 01:20:30 PM,0.0305
02/02/19 01:20:33 PM,
02/02/19 01:21:30 PM,0.0305
02/02/19 01:21:33 PM,
02/02/19 01:22:30 PM,0.0305
02/02/19 01:22:33 PM,
02/02/19 01:23:30 PM,0.0305
