,time,amps,on
2012,02/02/19 04:56:30 AM,35.4192,1
2014,02/02/19 04:57:30 AM,35.4376,1
2016,02/02/19 04:58:30 AM,35.4635,1
2018,02/02/19 04:59:30 AM,35.5489,1
2020,02/02/19 05:00:30 AM,35.3964,1
2022,02/02/19 05:01:30 AM,0.0259,0
2024,02/02/19 05:02:30 AM,0.0259,0
2026,02/02/19 05:03:30 AM,0.0259,0
2028,02/02/19 05:04:30 AM,0.0259,0
2030,02/02/19 05:05:30 AM,0.0259,0
2032,02/02/19 05:06:30 AM,0.0259,0
2034,02/02/19 05:07:30 AM,0.0259,0
2036,02/02/19 05:08:30 AM,0.0244,0
2038,02/02/19 05:09:30 AM,0.0244,0
2040,02/02/19 05:10:30 AM,0.0275,0
2042,02/02/19 05:11:30 AM,0.0275,0
2044,02/02/19 05:12:30 AM,0.0275,0
2046,02/02/19 05:13:30 AM,36.8536,1
2048,02/02/19 05:14:30 AM,37.9294,1
2050,02/02/19 05:15:30 AM,38.3642,1
2052,02/02/19 05:16:30 AM,38.6328,1
2054,02/02/19 05:17:30 AM,38.996,1
2056,02/02/19 05:18:30 AM,38.6038,1
2058,02/02/19 05:19:30 AM,38.6877,1
2060,02/02/19 05:20:30 AM,38.5794,1
2062,02/02/19 05:21:30 AM,34.5388,1
2064,02/02/19 05:22:30 AM,35.2911,1
2066,02/02/19 05:23:30 AM,35.3521,1
2068,02/02/19 05:24:30 AM,35.4009,1
2070,02/02/19 05:25:30 AM,35.3079,1
2072,02/02/19 05:26:30 AM,35.3063,1
2074,02/02/19 05:27:30 AM,0.0259,0
2076,02/02/19 05:28:30 AM,0.0259,0
2078,02/02/19 05:29:30 AM,0.0259,0
2080,02/02/19 05:30:30 AM,0.0259,0
2082,02/02/19 05:31:30 AM,0.0259,0
2084,02/02/19 05:32:30 AM,0.0259,0
2086,02/02/19 05:33:30 AM,0.0259,0
2088,02/02/19 05:34:30 AM,0.0259,0
2090,02/02/19 05:35:30 AM,0.0275,0
2092,02/02/19 05:36:30 AM,0.0275,0
2094,02/02/19 05:37:30 AM,36.3409,1
2096,02/02/19 05:38:30 AM,38.1811,1
2098,02/02/19 05:39:30 AM,38.6328,1
2100,02/02/19 05:40:30 AM,38.821999999999996,1
2102,02/02/19 05:41:30 AM,39.1669,1
2104,02/02/19 05:42:30 AM,39.0997,1
2106,02/02/19 05:43:30 AM,39.1989,1
2108,02/02/19 05:44:30 AM,39.1516,1
2110,02/02/19 05:45:30 AM,39.1989,1
2112,02/02/19 05:46:30 AM,39.0249,1
2114,02/02/19 05:47:30 AM,39.2615,1
2116,02/02/19 05:48:30 AM,38.7549,1
2118,02/02/19 05:49:30 AM,38.6481,1
2120,02/02/19 05:50:30 AM,38.6313,1
2122,02/02/19 05:51:30 AM,38.7243,1
2124,02/02/19 05:52:30 AM,38.6542,1
2126,02/02/19 05:53:30 AM,39.0631,1
2128,02/02/19 05:54:30 AM,39.0768,1
2130,02/02/19 05:55:30 AM,39.0494,1
2132,02/02/19 05:56:30 AM,36.8307,1
2134,02/02/19 05:57:30 AM,35.8907,1
2136,02/02/19 05:58:30 AM,35.4971,1
2138,02/02/19 05:59:30 AM,35.375,1
2140,02/02/19 06:00:30 AM,35.3735,1
2142,02/02/19 06:01:30 AM,35.4452,1
2144,02/02/19 06:02:30 AM,35.2163,1
2146,02/02/19 06:03:30 AM,35.2972,1
2148,02/02/19 06:04:30 AM,35.7259,1
2150,02/02/19 06:05:30 AM,35.6725,1
2152,02/02/19 06:06:30 AM,35.6298,1
2154,02/02/19 06:07:30 AM,35.4269,1
2156,02/02/19 06:08:30 AM,35.3872,1
2158,02/02/19 06:09:30 AM,35.5962,1
2160,02/02/19 06:10:30 AM,35.3719,1
2162,02/02/19 06:11:30 AM,35.4376,1
2164,02/02/19 06:12:30 AM,35.5383,1
2166,02/02/19 06:13:30 AM,35.5062,1
2168,02/02/19 06:14:30 AM,35.5428,1
2170,02/02/19 06:15:30 AM,0.028999999999999998,0
2172,02/02/19 06:16:30 AM,0.0259,0
2174,02/02/19 06:17:30 AM,0.0259,0
2176,02/02/19 06:18:30 AM,0.0259,0
2178,02/02/19 06:19:30 AM,0.0259,0
2180,02/02/19 06:20:30 AM,0.0259,0
2182,02/02/19 06:21:30 AM,0.0259,0
2184,02/02/19 06:22:30 AM,0.0275,0
2186,02/02/19 06:23:30 AM,0.0275,0
2188,02/02/19 06:24:30 AM,38.265,1
2190,02/02/19 06:25:30 AM,38.5229,1
2192,02/02/19 06:26:30 AM,38.7793,1
2194,02/02/19 06:27:30 AM,38.9837,1
2196,02/02/19 06:28:30 AM,38.7198,1
2198,02/02/19 06:29:30 AM,38.9456,1
2200,02/02/19 06:30:30 AM,38.9563,1
2202,02/02/19 06:31:30 AM,39.0875,1
2204,02/02/19 06:32:30 AM,39.2874,1
2206,02/02/19 06:33:30 AM,35.5169,1
2208,02/02/19 06:34:30 AM,35.6237,1
2210,02/02/19 06:35:30 AM,35.5459,1
2212,02/02/19 06:36:30 AM,36.0647,1
2214,02/02/19 06:37:30 AM,35.3384,1
2216,02/02/19 06:38:30 AM,35.5093,1
2218,02/02/19 06:39:30 AM,35.5062,1
2220,02/02/19 06:40:30 AM,35.4772,1
2222,02/02/19 06:41:30 AM,35.6008,1
2224,02/02/19 06:42:30 AM,35.4803,1
2226,02/02/19 06:43:30 AM,35.5642,1
2228,02/02/19 06:44:30 AM,35.3811,1
2230,02/02/19 06:45:30 AM,35.3872,1
2232,02/02/19 06:46:30 AM,35.436,1
2234,02/02/19 06:47:30 AM,35.4513,1
2236,02/02/19 06:48:30 AM,35.4101,1
2238,02/02/19 06:49:30 AM,35.4147,1
2240,02/02/19 06:50:30 AM,35.3567,1
2242,02/02/19 06:51:30 AM,35.4055,1
2244,02/02/19 06:52:30 AM,35.4345,1
2246,02/02/19 06:53:30 AM,35.4772,1
2248,02/02/19 06:54:30 AM,35.4559,1
2250,02/02/19 06:55:30 AM,35.4391,1
2252,02/02/19 06:56:30 AM,35.4818,1
2254,02/02/19 06:57:30 AM,35.4742,1
2256,02/02/19 06:58:30 AM,35.3964,1
2258,02/02/19 06:59:30 AM,35.5138,1
2260,02/02/19 07:00:30 AM,0.0229,0
2262,02/02/19 07:01:30 AM,0.0214,0
2264,02/02/19 07:02:30 AM,0.0214,0
2266,02/02/19 07:03:30 AM,0.0214,0
2268,02/02/19 07:04:30 AM,0.0214,0
2270,02/02/19 07:05:30 AM,0.0214,0
2272,02/02/19 07:06:30 AM,0.0214,0
2274,02/02/19 07:07:30 AM,0.0244,0
2276,02/02/19 07:08:30 AM,36.8521,1
2278,02/02/19 07:09:30 AM,38.3093,1
2280,02/02/19 07:10:30 AM,38.7793,1
2282,02/02/19 07:11:30 AM,38.8785,1
2284,02/02/19 07:12:30 AM,38.9242,1
2286,02/02/19 07:13:30 AM,35.1751,1
2288,02/02/19 07:14:30 AM,35.5749,1
2290,02/02/19 07:15:30 AM,35.5901,1
2292,02/02/19 07:16:30 AM,35.6008,1
2294,02/02/19 07:17:30 AM,35.6588,1
2296,02/02/19 07:18:30 AM,35.6313,1
2298,02/02/19 07:19:30 AM,35.5901,1
2300,02/02/19 07:20:30 AM,35.5428,1
2302,02/02/19 07:21:30 AM,35.696999999999996,1
2304,02/02/19 07:22:30 AM,35.7443,1
2306,02/02/19 07:23:30 AM,35.7824,1
2308,02/02/19 07:24:30 AM,35.6725,1
2310,02/02/19 07:25:30 AM,35.5657,1
2312,02/02/19 07:26:30 AM,35.5779,1
2314,02/02/19 07:27:30 AM,35.5337,1
2316,02/02/19 07:28:30 AM,35.6847,1
2318,02/02/19 07:29:30 AM,35.5901,1
2320,02/02/19 07:30:30 AM,35.5169,1
2322,02/02/19 07:31:30 AM,35.6329,1
2324,02/02/19 07:32:30 AM,35.5673,1
2326,02/02/19 07:33:30 AM,35.5856,1
2328,02/02/19 07:34:30 AM,35.5062,1
2330,02/02/19 07:35:30 AM,35.4391,1
2332,02/02/19 07:36:30 AM,35.5627,1
2334,02/02/19 07:37:30 AM,35.8846,1
2336,02/02/19 07:38:30 AM,35.9762,1
2338,02/02/19 07:39:30 AM,35.5673,1
2340,02/02/19 07:40:30 AM,35.6832,1
2342,02/02/19 07:41:30 AM,35.6542,1
2344,02/02/19 07:42:30 AM,35.6725,1
2346,02/02/19 07:43:30 AM,0.0229,0
2348,02/02/19 07:44:30 AM,0.0214,0
2350,02/02/19 07:45:30 AM,0.0214,0
2352,02/02/19 07:46:30 AM,0.0214,0
2354,02/02/19 07:47:30 AM,0.0214,0
2356,02/02/19 07:48:30 AM,0.0214,0
2358,02/02/19 07:49:30 AM,0.0244,0
2360,02/02/19 07:50:30 AM,0.0244,0
2362,02/02/19 07:51:30 AM,38.6404,1
2364,02/02/19 07:52:30 AM,38.6419,1
2366,02/02/19 07:53:30 AM,38.8312,1
2368,02/02/19 07:54:30 AM,38.4726,1
2370,02/02/19 07:55:30 AM,35.8175,1
2372,02/02/19 07:56:30 AM,35.9014,1
2374,02/02/19 07:57:30 AM,35.9869,1
2376,02/02/19 07:58:30 AM,35.7519,1
2378,02/02/19 07:59:30 AM,35.9304,1
2380,02/02/19 08:00:30 AM,35.8724,1
2382,02/02/19 08:01:30 AM,35.9564,1
2384,02/02/19 08:02:30 AM,36.2402,1
2386,02/02/19 08:03:30 AM,36.2005,1
2388,02/02/19 08:04:30 AM,36.1898,1
2390,02/02/19 08:05:30 AM,36.2737,1
2392,02/02/19 08:06:30 AM,36.1715,1
2394,02/02/19 08:07:30 AM,36.2554,1
2396,02/02/19 08:08:30 AM,36.1608,1
2398,02/02/19 08:09:30 AM,36.0891,1
2400,02/02/19 08:10:30 AM,36.2448,1
2402,02/02/19 08:11:30 AM,36.4309,1
2404,02/02/19 08:12:30 AM,36.1181,1
2406,02/02/19 08:13:30 AM,35.9625,1
2408,02/02/19 08:14:30 AM,35.8328,1
2410,02/02/19 08:15:30 AM,35.8068,1
2412,02/02/19 08:16:30 AM,35.8373,1
2414,02/02/19 08:17:30 AM,35.8434,1
2416,02/02/19 08:18:30 AM,35.7488,1
2418,02/02/19 08:19:30 AM,35.7687,1
2420,02/02/19 08:20:30 AM,35.8358,1
2422,02/02/19 08:21:30 AM,35.7244,1
2424,02/02/19 08:22:30 AM,35.9411,1
2426,02/02/19 08:23:30 AM,36.0281,1
2428,02/02/19 08:24:30 AM,35.9548,1
2430,02/02/19 08:25:30 AM,36.0082,1
2432,02/02/19 08:26:30 AM,36.0235,1
2434,02/02/19 08:27:30 AM,36.1044,1
2436,02/02/19 08:28:30 AM,36.1761,1
2438,02/02/19 08:29:30 AM,0.0336,0
2440,02/02/19 08:30:30 AM,0.0244,0
2442,02/02/19 08:31:30 AM,0.0244,0
2444,02/02/19 08:32:30 AM,0.0244,0
2446,02/02/19 08:33:30 AM,0.0244,0
2448,02/02/19 08:34:30 AM,0.0244,0
2450,02/02/19 08:35:30 AM,0.0244,0
2452,02/02/19 08:36:30 AM,0.0259,0
2454,02/02/19 08:37:30 AM,37.1862,1
2456,02/02/19 08:38:30 AM,38.9242,1
2458,02/02/19 08:39:30 AM,35.584,1
2460,02/02/19 08:40:30 AM,36.2921,1
2462,02/02/19 08:41:30 AM,36.2997,1
2464,02/02/19 08:42:30 AM,36.2005,1
2466,02/02/19 08:43:30 AM,36.2661,1
2468,02/02/19 08:44:30 AM,36.2478,1
2470,02/02/19 08:45:30 AM,36.5438,1
2472,02/02/19 08:46:30 AM,36.527,1
2474,02/02/19 08:47:30 AM,36.463,1
2476,02/02/19 08:48:30 AM,36.6827,1
2478,02/02/19 08:49:30 AM,36.4172,1
2480,02/02/19 08:50:30 AM,36.5255,1
2482,02/02/19 08:51:30 AM,36.5148,1
2484,02/02/19 08:52:30 AM,36.7376,1
2486,02/02/19 08:53:30 AM,36.5377,1
2488,02/02/19 08:54:30 AM,36.6918,1
2490,02/02/19 08:55:30 AM,36.4553,1
2492,02/02/19 08:56:30 AM,36.6613,1
2494,02/02/19 08:57:30 AM,36.759,1
2496,02/02/19 08:58:30 AM,36.7285,1
2498,02/02/19 08:59:30 AM,36.6674,1
2500,02/02/19 09:00:30 AM,36.5866,1
2502,02/02/19 09:01:30 AM,36.5057,1
2504,02/02/19 09:02:30 AM,36.5698,1
2506,02/02/19 09:03:30 AM,36.5377,1
2508,02/02/19 09:04:30 AM,36.7071,1
2510,02/02/19 09:05:30 AM,36.6827,1
2512,02/02/19 09:06:30 AM,36.5179,1
2514,02/02/19 09:07:30 AM,37.113,1
2516,02/02/19 09:08:30 AM,36.7605,1
2518,02/02/19 09:09:30 AM,37.1054,1
2520,02/02/19 09:10:30 AM,36.9421,1
2522,02/02/19 09:11:30 AM,36.7468,1
2524,02/02/19 09:12:30 AM,36.7407,1
2526,02/02/19 09:13:30 AM,36.9116,1
2528,02/02/19 09:14:30 AM,36.7437,1
2530,02/02/19 09:15:30 AM,37.2335,1
2532,02/02/19 09:16:30 AM,37.0718,1
2534,02/02/19 09:17:30 AM,37.1664,1
2536,02/02/19 09:18:30 AM,37.319,1
2538,02/02/19 09:19:30 AM,37.4823,1
2540,02/02/19 09:20:30 AM,37.1801,1
2542,02/02/19 09:21:30 AM,37.2702,1
2544,02/02/19 09:22:30 AM,37.5006,1
2546,02/02/19 09:23:30 AM,37.0291,1
2548,02/02/19 09:24:30 AM,37.1328,1
2550,02/02/19 09:25:30 AM,37.5769,1
2552,02/02/19 09:26:30 AM,37.4517,1
2554,02/02/19 09:27:30 AM,37.2625,1
2556,02/02/19 09:28:30 AM,37.4456,1
2558,02/02/19 09:29:30 AM,0.032,0
2560,02/02/19 09:30:30 AM,0.032,0
2562,02/02/19 09:31:30 AM,0.032,0
2564,02/02/19 09:32:30 AM,0.032,0
2566,02/02/19 09:33:30 AM,0.032,0
2568,02/02/19 09:34:30 AM,0.032,0
2570,02/02/19 09:35:30 AM,0.032,0
2572,02/02/19 09:36:30 AM,0.032,0
2574,02/02/19 09:37:30 AM,0.032,0
2576,02/02/19 09:38:30 AM,39.6612,1
2578,02/02/19 09:39:30 AM,37.0764,1
2580,02/02/19 09:40:30 AM,37.0947,1
2582,02/02/19 09:41:30 AM,37.2503,1
2584,02/02/19 09:42:30 AM,37.0321,1
2586,02/02/19 09:43:30 AM,36.9894,1
2588,02/02/19 09:44:30 AM,36.7224,1
2590,02/02/19 09:45:30 AM,37.1542,1
2592,02/02/19 09:46:30 AM,37.1603,1
2594,02/02/19 09:47:30 AM,37.0428,1
2596,02/02/19 09:48:30 AM,37.1283,1
2598,02/02/19 09:49:30 AM,36.9039,1
2600,02/02/19 09:50:30 AM,36.8673,1
2602,02/02/19 09:51:30 AM,37.1862,1
2604,02/02/19 09:52:30 AM,37.1435,1
2606,02/02/19 09:53:30 AM,37.0962,1
2608,02/02/19 09:54:30 AM,37.0947,1
2610,02/02/19 09:55:30 AM,36.8765,1
2612,02/02/19 09:56:30 AM,37.1405,1
2614,02/02/19 09:57:30 AM,37.351,1
2616,02/02/19 09:58:30 AM,37.258,1
2618,02/02/19 09:59:30 AM,37.3648,1
2620,02/02/19 10:00:30 AM,37.4197,1
2622,02/02/19 10:01:30 AM,37.4823,1
2624,02/02/19 10:02:30 AM,37.5113,1
2626,02/02/19 10:03:30 AM,37.4624,1
2628,02/02/19 10:04:30 AM,37.464,1
2630,02/02/19 10:05:30 AM,37.3159,1
2632,02/02/19 10:06:30 AM,37.2625,1
2634,02/02/19 10:07:30 AM,37.5204,1
2636,02/02/19 10:08:30 AM,37.496,1
2638,02/02/19 10:09:30 AM,37.3037,1
2640,02/02/19 10:10:30 AM,37.3846,1
2642,02/02/19 10:11:30 AM,37.38,1
2644,02/02/19 10:12:30 AM,37.2961,1
2646,02/02/19 10:13:30 AM,37.2976,1
2648,02/02/19 10:14:30 AM,37.2869,1
2650,02/02/19 10:15:30 AM,37.3449,1
2652,02/02/19 10:16:30 AM,37.2976,1
2654,02/02/19 10:17:30 AM,37.0352,1
2656,02/02/19 10:18:30 AM,37.2274,1
2658,02/02/19 10:19:30 AM,37.409,1
2660,02/02/19 10:20:30 AM,37.2137,1
2662,02/02/19 10:21:30 AM,37.38,1
2664,02/02/19 10:22:30 AM,37.3388,1
2666,02/02/19 10:23:30 AM,37.2335,1
2668,02/02/19 10:24:30 AM,37.141999999999996,1
2670,02/02/19 10:25:30 AM,37.025999999999996,1
2672,02/02/19 10:26:30 AM,37.1695,1
2674,02/02/19 10:27:30 AM,37.1145,1
2676,02/02/19 10:28:30 AM,37.1939,1
2678,02/02/19 10:29:30 AM,0.0305,0
2680,02/02/19 10:30:30 AM,0.0305,0
2682,02/02/19 10:31:30 AM,0.0305,0
2684,02/02/19 10:32:30 AM,0.0305,0
2686,02/02/19 10:33:30 AM,0.0305,0
2688,02/02/19 10:34:30 AM,0.0305,0
2690,02/02/19 10:35:30 AM,0.0305,0
2692,02/02/19 10:36:30 AM,0.0305,0
2694,02/02/19 10:37:30 AM,0.0305,0
2696,02/02/19 10:38:30 AM,39.8627,1
2698,02/02/19 10:39:30 AM,37.2702,1
2700,02/02/19 10:40:30 AM,37.3632,1
2702,02/02/19 10:41:30 AM,37.3571,1
2704,02/02/19 10:42:30 AM,37.5357,1
2706,02/02/19 10:43:30 AM,37.5189,1
2708,02/02/19 10:44:30 AM,37.4044,1
2710,02/02/19 10:45:30 AM,37.4212,1
2712,02/02/19 10:46:30 AM,37.5097,1
2714,02/02/19 10:47:30 AM,37.3281,1
2716,02/02/19 10:48:30 AM,37.2045,1
2718,02/02/19 10:49:30 AM,37.3678,1
2720,02/02/19 10:50:30 AM,37.3007,1
2722,02/02/19 10:51:30 AM,37.1237,1
2724,02/02/19 10:52:30 AM,37.4655,1
2726,02/02/19 10:53:30 AM,37.4899,1
2728,02/02/19 10:54:30 AM,38.1018,1
2730,02/02/19 10:55:30 AM,37.6684,1
2732,02/02/19 10:56:30 AM,37.7157,1
2734,02/02/19 10:57:30 AM,37.4945,1
2736,02/02/19 10:58:30 AM,37.731,1
2738,02/02/19 10:59:30 AM,37.4136,1
2740,02/02/19 11:00:30 AM,37.4121,1
2742,02/02/19 11:01:30 AM,37.9446,1
2744,02/02/19 11:02:30 AM,37.9232,1
2746,02/02/19 11:03:30 AM,37.5814,1
2748,02/02/19 11:04:30 AM,37.8256,1
2750,02/02/19 11:05:30 AM,37.7249,1
2752,02/02/19 11:06:30 AM,37.8088,1
2754,02/02/19 11:07:30 AM,37.7325,1
2756,02/02/19 11:08:30 AM,37.673,1
2758,02/02/19 11:09:30 AM,37.6516,1
2760,02/02/19 11:10:30 AM,37.6898,1
2762,02/02/19 11:11:30 AM,37.4121,1
2764,02/02/19 11:12:30 AM,37.5784,1
2766,02/02/19 11:13:30 AM,37.1435,1
2768,02/02/19 11:14:30 AM,36.8963,1
2770,02/02/19 11:15:30 AM,37.3861,1
2772,02/02/19 11:16:30 AM,37.3251,1
2774,02/02/19 11:17:30 AM,37.1679,1
2776,02/02/19 11:18:30 AM,37.0748,1
2778,02/02/19 11:19:30 AM,37.3236,1
2780,02/02/19 11:20:30 AM,37.5265,1
2782,02/02/19 11:21:30 AM,37.4533,1
2784,02/02/19 11:22:30 AM,37.3938,1
2786,02/02/19 11:23:30 AM,37.2839,1
2788,02/02/19 11:24:30 AM,37.5051,1
2790,02/02/19 11:25:30 AM,37.2335,1
2792,02/02/19 11:26:30 AM,37.4609,1
2794,02/02/19 11:27:30 AM,37.4441,1
2796,02/02/19 11:28:30 AM,37.3327,1
2798,02/02/19 11:29:30 AM,0.032,0
2800,02/02/19 11:30:30 AM,0.032,0
2802,02/02/19 11:31:30 AM,0.032,0
2804,02/02/19 11:32:30 AM,0.032,0
2806,02/02/19 11:33:30 AM,0.032,0
2808,02/02/19 11:34:30 AM,0.032,0
2810,02/02/19 11:35:30 AM,0.032,0
2812,02/02/19 11:36:30 AM,0.032,0
2814,02/02/19 11:37:30 AM,0.032,0
2816,02/02/19 11:38:30 AM,38.8632,1
2818,02/02/19 11:39:30 AM,37.6623,1
2820,02/02/19 11:40:30 AM,37.5357,1
2822,02/02/19 11:41:30 AM,37.2564,1
2824,02/02/19 11:42:30 AM,37.4258,1
2826,02/02/19 11:43:30 AM,37.5906,1
2828,02/02/19 11:44:30 AM,37.3648,1
2830,02/02/19 11:45:30 AM,37.4228,1
2832,02/02/19 11:46:30 AM,37.6394,1
2834,02/02/19 11:47:30 AM,37.4533,1
2836,02/02/19 11:48:30 AM,37.6013,1
2838,02/02/19 11:49:30 AM,37.3983,1
2840,02/02/19 11:50:30 AM,37.1084,1
2842,02/02/19 11:51:30 AM,37.5433,1
2844,02/02/19 11:52:30 AM,37.6547,1
2846,02/02/19 11:53:30 AM,37.2717,1
2848,02/02/19 11:54:30 AM,37.8729,1
2850,02/02/19 11:55:30 AM,37.5921,1
2852,02/02/19 11:56:30 AM,37.5097,1
2854,02/02/19 11:57:30 AM,37.8119,1
2856,02/02/19 11:58:30 AM,37.3571,1
2858,02/02/19 11:59:30 AM,37.7401,1
2860,02/02/19 12:00:30 PM,37.7661,1
2862,02/02/19 12:01:30 PM,37.4289,1
2864,02/02/19 12:02:30 PM,37.4884,1
2866,02/02/19 12:03:30 PM,37.7691,1
2868,02/02/19 12:04:30 PM,38.0255,1
2870,02/02/19 12:05:30 PM,37.7661,1
2872,02/02/19 12:06:30 PM,37.5128,1
2874,02/02/19 12:07:30 PM,37.6104,1
2876,02/02/19 12:08:30 PM,37.5387,1
2878,02/02/19 12:09:30 PM,37.7005,1
2880,02/02/19 12:10:30 PM,37.6287,1
2882,02/02/19 12:11:30 PM,37.7203,1
2884,02/02/19 12:12:30 PM,37.5921,1
2886,02/02/19 12:13:30 PM,37.1725,1
2888,02/02/19 12:14:30 PM,38.0468,1
2890,02/02/19 12:15:30 PM,37.6455,1
2892,02/02/19 12:16:30 PM,37.879,1
2894,02/02/19 12:17:30 PM,38.0941,1
2896,02/02/19 12:18:30 PM,37.5082,1
2898,02/02/19 12:19:30 PM,37.9232,1
2900,02/02/19 12:20:30 PM,0.0336,0
2902,02/02/19 12:21:30 PM,0.032,0
2904,02/02/19 12:22:30 PM,0.032,0
2906,02/02/19 12:23:30 PM,0.032,0
2908,02/02/19 12:24:30 PM,0.032,0
2910,02/02/19 12:25:30 PM,0.032,0
2912,02/02/19 12:26:30 PM,0.032,0
2914,02/02/19 12:27:30 PM,39.5773,1
2916,02/02/19 12:28:30 PM,37.2152,1
2918,02/02/19 12:29:30 PM,37.5402,1
2920,02/02/19 12:30:30 PM,37.3037,1
2922,02/02/19 12:31:30 PM,37.4105,1
2924,02/02/19 12:32:30 PM,37.821,1
2926,02/02/19 12:33:30 PM,37.4517,1
2928,02/02/19 12:34:30 PM,37.644,1
2930,02/02/19 12:35:30 PM,37.3007,1
2932,02/02/19 12:36:30 PM,37.5647,1
2934,02/02/19 12:37:30 PM,37.4426,1
2936,02/02/19 12:38:30 PM,37.554,1
2938,02/02/19 12:39:30 PM,37.6699,1
2940,02/02/19 12:40:30 PM,37.5967,1
2942,02/02/19 12:41:30 PM,37.3144,1
2944,02/02/19 12:42:30 PM,37.4273,1
2946,02/02/19 12:43:30 PM,37.6303,1
2948,02/02/19 12:44:30 PM,37.3236,1
2950,02/02/19 12:45:30 PM,37.5326,1
2952,02/02/19 12:46:30 PM,37.4701,1
2954,02/02/19 12:47:30 PM,37.7279,1
2956,02/02/19 12:48:30 PM,37.5708,1
2958,02/02/19 12:49:30 PM,37.4228,1
2960,02/02/19 12:50:30 PM,37.7157,1
2962,02/02/19 12:51:30 PM,37.8332,1
2964,02/02/19 12:52:30 PM,37.7646,1
2966,02/02/19 12:53:30 PM,38.1186,1
2968,02/02/19 12:54:30 PM,37.7234,1
2970,02/02/19 12:55:30 PM,38.1216,1
2972,02/02/19 12:56:30 PM,38.1476,1
2974,02/02/19 12:57:30 PM,37.7905,1
2976,02/02/19 12:58:30 PM,37.9278,1
2978,02/02/19 12:59:30 PM,37.5174,1
2980,02/02/19 01:00:30 PM,37.8836,1
2982,02/02/19 01:01:30 PM,37.9065,1
2984,02/02/19 01:02:30 PM,37.8988,1
2986,02/02/19 01:03:30 PM,37.8714,1
2988,02/02/19 01:04:30 PM,37.7676,1
2990,02/02/19 01:05:30 PM,37.5753,1
2992,02/02/19 01:06:30 PM,37.969,1
2994,02/02/19 01:07:30 PM,37.6913,1
2996,02/02/19 01:08:30 PM,37.9889,1
2998,02/02/19 01:09:30 PM,38.0987,1
3000,02/02/19 01:10:30 PM,37.7066,1
3002,02/02/19 01:11:30 PM,37.966,1
3004,02/02/19 01:12:30 PM,37.8119,1
3006,02/02/19 01:13:30 PM,37.9156,1
3008,02/02/19 01:14:30 PM,38.0056,1
3010,02/02/19 01:15:30 PM,37.9965,1
3012,02/02/19 01:16:30 PM,37.9263,1
3014,02/02/19 01:17:30 PM,37.7264,1
3016,02/02/19 01:18:30 PM,0.032,0
3018,02/02/19 01:19:30 PM,0.0305,0
3020,02/02/19 01:20:30 PM,0.0305,0
3022,02/02/19 01:21:30 PM,0.0305,0
3024,02/02/19 01:22:30 PM,0.0305,0
3026,02/02/19 01:23:30 PM,0.0305,0
3028,02/02/19 01:24:30 PM,0.0305,0
3030,02/02/19 01:25:30 PM,0.0305,0
3032,02/02/19 01:26:30 PM,0.0305,0
3034,02/02/19 01:27:30 PM,37.908,1
3036,02/02/19 01:28:30 PM,37.3266,1
3038,02/02/19 01:29:30 PM,37.7371,1
3040,02/02/19 01:30:30 PM,38.1125,1
3042,02/02/19 01:31:30 PM,37.6883,1
3044,02/02/19 01:32:30 PM,37.8332,1
3046,02/02/19 01:33:30 PM,37.6944,1
3048,02/02/19 01:34:30 PM,38.0194,1
3050,02/02/19 01:35:30 PM,37.7508,1
3052,02/02/19 01:36:30 PM,37.6364,1
3054,02/02/19 01:37:30 PM,37.7951,1
3056,02/02/19 01:38:30 PM,37.9004,1
3058,02/02/19 01:39:30 PM,37.9278,1
3060,02/02/19 01:40:30 PM,37.7996,1
3062,02/02/19 01:41:30 PM,37.6852,1
3064,02/02/19 01:42:30 PM,37.882,1
3066,02/02/19 01:43:30 PM,37.8927,1
3068,02/02/19 01:44:30 PM,37.8088,1
3070,02/02/19 01:45:30 PM,37.818000000000005,1
3072,02/02/19 01:46:30 PM,37.9232,1
3074,02/02/19 01:47:30 PM,37.5296,1
3076,02/02/19 01:48:30 PM,37.8393,1
3078,02/02/19 01:49:30 PM,37.731,1
3080,02/02/19 01:50:30 PM,37.8393,1
3082,02/02/19 01:51:30 PM,37.7646,1
3084,02/02/19 01:52:30 PM,37.6181,1
3086,02/02/19 01:53:30 PM,37.9431,1
3088,02/02/19 01:54:30 PM,37.4914,1
3090,02/02/19 01:55:30 PM,37.9263,1
3092,02/02/19 01:56:30 PM,37.6944,1
3094,02/02/19 01:57:30 PM,37.6989,1
3096,02/02/19 01:58:30 PM,37.8988,1
3098,02/02/19 01:59:30 PM,37.5692,1
3100,02/02/19 02:00:30 PM,37.882,1
3102,02/02/19 02:01:30 PM,37.586,1
3104,02/02/19 02:02:30 PM,37.1359,1
3106,02/02/19 02:03:30 PM,37.4273,1
3108,02/02/19 02:04:30 PM,37.4792,1
3110,02/02/19 02:05:30 PM,37.6532,1
3112,02/02/19 02:06:30 PM,37.4884,1
3114,02/02/19 02:07:30 PM,37.4533,1
3116,02/02/19 02:08:30 PM,37.5219,1
3118,02/02/19 02:09:30 PM,37.7539,1
3120,02/02/19 02:10:30 PM,37.3632,1
3122,02/02/19 02:11:30 PM,37.5509,1
3124,02/02/19 02:12:30 PM,37.734,1
3126,02/02/19 02:13:30 PM,37.3159,1
3128,02/02/19 02:14:30 PM,37.6898,1
3130,02/02/19 02:15:30 PM,37.5814,1
3132,02/02/19 02:16:30 PM,37.5677,1
