,time,amps,on
3134,02/02/19 02:17:30 PM,37.8531,1
3136,02/02/19 02:18:30 PM,0.0305,0
3138,02/02/19 02:19:30 PM,0.028999999999999998,0
3140,02/02/19 02:20:30 PM,0.028999999999999998,0
3142,02/02/19 02:21:30 PM,0.028999999999999998,0
3144,02/02/19 02:22:30 PM,0.028999999999999998,0
3146,02/02/19 02:23:30 PM,0.028999999999999998,0
3148,02/02/19 02:24:30 PM,0.028999999999999998,0
3150,02/02/19 02:25:30 PM,0.028999999999999998,0
3152,02/02/19 02:26:30 PM,0.028999999999999998,0
3154,02/02/19 02:27:30 PM,37.76,1
3156,02/02/19 02:28:30 PM,36.849000000000004,1
3158,02/02/19 02:29:30 PM,37.7249,1
3160,02/02/19 02:30:30 PM,37.8561,1
3162,02/02/19 02:31:30 PM,37.8973,1
3164,02/02/19 02:32:30 PM,37.4838,1
3166,02/02/19 02:33:30 PM,37.6226,1
3168,02/02/19 02:34:30 PM,37.76,1
3170,02/02/19 02:35:30 PM,37.8927,1
3172,02/02/19 02:36:30 PM,37.586,1
3174,02/02/19 02:37:30 PM,37.9034,1
3176,02/02/19 02:38:30 PM,37.7081,1
3178,02/02/19 02:39:30 PM,37.4914,1
3180,02/02/19 02:40:30 PM,37.376999999999995,1
3182,02/02/19 02:41:30 PM,38.1872,1
3184,02/02/19 02:42:30 PM,37.6806,1
3186,02/02/19 02:43:30 PM,37.5051,1
3188,02/02/19 02:44:30 PM,37.5753,1
3190,02/02/19 02:45:30 PM,37.3449,1
3192,02/02/19 02:46:30 PM,37.6699,1
3194,02/02/19 02:47:30 PM,37.5509,1
3196,02/02/19 02:48:30 PM,37.7188,1
3198,02/02/19 02:49:30 PM,37.4807,1
3200,02/02/19 02:50:30 PM,37.7142,1
3202,02/02/19 02:51:30 PM,37.6959,1
3204,02/02/19 02:52:30 PM,37.818000000000005,1
3206,02/02/19 02:53:30 PM,37.4914,1
3208,02/02/19 02:54:30 PM,37.6471,1
3210,02/02/19 02:55:30 PM,37.6135,1
3212,02/02/19 02:56:30 PM,37.7813,1
3214,02/02/19 02:57:30 PM,37.5311,1
3216,02/02/19 02:58:30 PM,37.9904,1
3218,02/02/19 02:59:30 PM,37.6699,1
3220,02/02/19 03:00:30 PM,37.641,1
3222,02/02/19 03:01:30 PM,37.8851,1
3224,02/02/19 03:02:30 PM,37.8576,1
3226,02/02/19 03:03:30 PM,37.5402,1
3228,02/02/19 03:04:30 PM,37.9034,1
3230,02/02/19 03:05:30 PM,37.6577,1
3232,02/02/19 03:06:30 PM,37.702,1
3234,02/02/19 03:07:30 PM,37.4548,1
3236,02/02/19 03:08:30 PM,37.6013,1
3238,02/02/19 03:09:30 PM,37.4502,1
3240,02/02/19 03:10:30 PM,37.8408,1
3242,02/02/19 03:11:30 PM,37.8927,1
3244,02/02/19 03:12:30 PM,37.7768,1
3246,02/02/19 03:13:30 PM,37.9446,1
3248,02/02/19 03:14:30 PM,38.1949,1
3250,02/02/19 03:15:30 PM,37.8698,1
3252,02/02/19 03:16:30 PM,37.8012,1
3254,02/02/19 03:17:30 PM,37.9706,1
3256,02/02/19 03:18:30 PM,0.032,0
3258,02/02/19 03:19:30 PM,0.028999999999999998,0
3260,02/02/19 03:20:30 PM,0.028999999999999998,0
3262,02/02/19 03:21:30 PM,0.028999999999999998,0
3264,02/02/19 03:22:30 PM,0.028999999999999998,0
3266,02/02/19 03:23:30 PM,0.028999999999999998,0
3268,02/02/19 03:24:30 PM,0.028999999999999998,0
3270,02/02/19 03:25:30 PM,0.028999999999999998,0
3272,02/02/19 03:26:30 PM,0.028999999999999998,0
3274,02/02/19 03:27:30 PM,36.8215,1
3276,02/02/19 03:28:30 PM,37.6669,1
3278,02/02/19 03:29:30 PM,37.6349,1
3280,02/02/19 03:30:30 PM,37.9004,1
3282,02/02/19 03:31:30 PM,38.0346,1
3284,02/02/19 03:32:30 PM,38.0423,1
3286,02/02/19 03:33:30 PM,37.9385,1
3288,02/02/19 03:34:30 PM,37.8698,1
3290,02/02/19 03:35:30 PM,37.847,1
3292,02/02/19 03:36:30 PM,38.1781,1
3294,02/02/19 03:37:30 PM,38.0117,1
3296,02/02/19 03:38:30 PM,37.9995,1
3298,02/02/19 03:39:30 PM,37.9324,1
3300,02/02/19 03:40:30 PM,37.8286,1
3302,02/02/19 03:41:30 PM,37.6287,1
3304,02/02/19 03:42:30 PM,37.8668,1
3306,02/02/19 03:43:30 PM,37.7447,1
3308,02/02/19 03:44:30 PM,37.8561,1
3310,02/02/19 03:45:30 PM,37.6364,1
3312,02/02/19 03:46:30 PM,37.586,1
3314,02/02/19 03:47:30 PM,37.6699,1
3316,02/02/19 03:48:30 PM,37.8439,1
3318,02/02/19 03:49:30 PM,37.8103,1
3320,02/02/19 03:50:30 PM,37.3297,1
3322,02/02/19 03:51:30 PM,37.435,1
3324,02/02/19 03:52:30 PM,37.3983,1
3326,02/02/19 03:53:30 PM,37.4258,1
3328,02/02/19 03:54:30 PM,37.525,1
3330,02/02/19 03:55:30 PM,37.3892,1
3332,02/02/19 03:56:30 PM,37.2396,1
3334,02/02/19 03:57:30 PM,37.2869,1
3336,02/02/19 03:58:30 PM,37.4655,1
3338,02/02/19 03:59:30 PM,37.4365,1
3340,02/02/19 04:00:30 PM,37.4701,1
3342,02/02/19 04:01:30 PM,0.0366,0
3344,02/02/19 04:02:30 PM,0.0275,0
3346,02/02/19 04:03:30 PM,0.0275,0
3348,02/02/19 04:04:30 PM,0.0275,0
3350,02/02/19 04:05:30 PM,0.0259,0
3352,02/02/19 04:06:30 PM,0.0275,0
3354,02/02/19 04:07:30 PM,0.0275,0
3356,02/02/19 04:08:30 PM,0.0275,0
3358,02/02/19 04:09:30 PM,39.6689,1
3360,02/02/19 04:10:30 PM,37.6928,1
3362,02/02/19 04:11:30 PM,37.7173,1
3364,02/02/19 04:12:30 PM,37.7707,1
3366,02/02/19 04:13:30 PM,37.4609,1
3368,02/02/19 04:14:30 PM,37.734,1
3370,02/02/19 04:15:30 PM,37.8515,1
3372,02/02/19 04:16:30 PM,37.4105,1
3374,02/02/19 04:17:30 PM,37.731,1
3376,02/02/19 04:18:30 PM,37.6593,1
3378,02/02/19 04:19:30 PM,37.8256,1
3380,02/02/19 04:20:30 PM,37.7661,1
3382,02/02/19 04:21:30 PM,37.5051,1
3384,02/02/19 04:22:30 PM,37.7432,1
3386,02/02/19 04:23:30 PM,37.4701,1
3388,02/02/19 04:24:30 PM,37.6226,1
3390,02/02/19 04:25:30 PM,37.7447,1
3392,02/02/19 04:26:30 PM,37.3541,1
3394,02/02/19 04:27:30 PM,37.4304,1
3396,02/02/19 04:28:30 PM,37.5906,1
3398,02/02/19 04:29:30 PM,37.1832,1
3400,02/02/19 04:30:30 PM,37.4731,1
3402,02/02/19 04:31:30 PM,37.7325,1
3404,02/02/19 04:32:30 PM,37.7707,1
3406,02/02/19 04:33:30 PM,37.6669,1
3408,02/02/19 04:34:30 PM,37.7249,1
3410,02/02/19 04:35:30 PM,37.9904,1
3412,02/02/19 04:36:30 PM,37.8576,1
3414,02/02/19 04:37:30 PM,37.7584,1
3416,02/02/19 04:38:30 PM,37.7508,1
3418,02/02/19 04:39:30 PM,37.879,1
3420,02/02/19 04:40:30 PM,37.789,1
3422,02/02/19 04:41:30 PM,37.7615,1
3424,02/02/19 04:42:30 PM,37.5784,1
3426,02/02/19 04:43:30 PM,37.7127,1
3428,02/02/19 04:44:30 PM,37.5036,1
3430,02/02/19 04:45:30 PM,37.6684,1
3432,02/02/19 04:46:30 PM,37.8714,1
3434,02/02/19 04:47:30 PM,37.4746,1
3436,02/02/19 04:48:30 PM,37.7401,1
3438,02/02/19 04:49:30 PM,37.2869,1
3440,02/02/19 04:50:30 PM,37.6333,1
3442,02/02/19 04:51:30 PM,37.8347,1
3444,02/02/19 04:52:30 PM,37.6654,1
3446,02/02/19 04:53:30 PM,37.6272,1
3448,02/02/19 04:54:30 PM,37.8363,1
3450,02/02/19 04:55:30 PM,37.5372,1
3452,02/02/19 04:56:30 PM,37.6181,1
3454,02/02/19 04:57:30 PM,37.9919,1
3456,02/02/19 04:58:30 PM,37.8164,1
3458,02/02/19 04:59:30 PM,37.6699,1
3460,02/02/19 05:00:30 PM,0.0275,0
3462,02/02/19 05:01:30 PM,0.0259,0
3464,02/02/19 05:02:30 PM,0.0259,0
3466,02/02/19 05:03:30 PM,0.0259,0
3468,02/02/19 05:04:30 PM,0.0259,0
3470,02/02/19 05:05:30 PM,0.0259,0
3472,02/02/19 05:06:30 PM,0.0259,0
3474,02/02/19 05:07:30 PM,0.0259,0
3476,02/02/19 05:08:30 PM,0.0259,0
3478,02/02/19 05:09:30 PM,39.5361,1
3480,02/02/19 05:10:30 PM,37.1283,1
3482,02/02/19 05:11:30 PM,37.3236,1
3484,02/02/19 05:12:30 PM,37.3861,1
3486,02/02/19 05:13:30 PM,37.5448,1
3488,02/02/19 05:14:30 PM,37.7432,1
3490,02/02/19 05:15:30 PM,37.3495,1
3492,02/02/19 05:16:30 PM,37.499,1
3494,02/02/19 05:17:30 PM,37.4929,1
3496,02/02/19 05:18:30 PM,37.7447,1
3498,02/02/19 05:19:30 PM,37.3724,1
3500,02/02/19 05:20:30 PM,37.5006,1
3502,02/02/19 05:21:30 PM,37.5097,1
3504,02/02/19 05:22:30 PM,37.6211,1
3506,02/02/19 05:23:30 PM,37.5525,1
3508,02/02/19 05:24:30 PM,37.4777,1
3510,02/02/19 05:25:30 PM,37.3953,1
3512,02/02/19 05:26:30 PM,37.3068,1
3514,02/02/19 05:27:30 PM,37.5341,1
3516,02/02/19 05:28:30 PM,37.2244,1
3518,02/02/19 05:29:30 PM,37.5479,1
3520,02/02/19 05:30:30 PM,37.5875,1
3522,02/02/19 05:31:30 PM,37.4746,1
3524,02/02/19 05:32:30 PM,37.5097,1
3526,02/02/19 05:33:30 PM,37.4731,1
3528,02/02/19 05:34:30 PM,37.5402,1
3530,02/02/19 05:35:30 PM,37.4258,1
3532,02/02/19 05:36:30 PM,37.4121,1
3534,02/02/19 05:37:30 PM,37.4853,1
3536,02/02/19 05:38:30 PM,36.9909,1
3538,02/02/19 05:39:30 PM,36.9726,1
3540,02/02/19 05:40:30 PM,37.141999999999996,1
3542,02/02/19 05:41:30 PM,37.0581,1
3544,02/02/19 05:42:30 PM,37.0031,1
3546,02/02/19 05:43:30 PM,36.9924,1
3548,02/02/19 05:44:30 PM,36.9955,1
3550,02/02/19 05:45:30 PM,37.1756,1
3552,02/02/19 05:46:30 PM,36.9955,1
3554,02/02/19 05:47:30 PM,37.3037,1
3556,02/02/19 05:48:30 PM,37.1008,1
3558,02/02/19 05:49:30 PM,36.9772,1
3560,02/02/19 05:50:30 PM,36.9268,1
3562,02/02/19 05:51:30 PM,36.8521,1
3564,02/02/19 05:52:30 PM,37.0291,1
3566,02/02/19 05:53:30 PM,37.1267,1
3568,02/02/19 05:54:30 PM,37.052,1
3570,02/02/19 05:55:30 PM,37.1359,1
3572,02/02/19 05:56:30 PM,37.0367,1
3574,02/02/19 05:57:30 PM,37.0474,1
3576,02/02/19 05:58:30 PM,36.9451,1
3578,02/02/19 05:59:30 PM,36.9619,1
3580,02/02/19 06:00:30 PM,0.0259,0
3582,02/02/19 06:01:30 PM,0.0259,0
3584,02/02/19 06:02:30 PM,0.0259,0
3586,02/02/19 06:03:30 PM,0.0259,0
3588,02/02/19 06:04:30 PM,0.0259,0
3590,02/02/19 06:05:30 PM,0.0259,0
3592,02/02/19 06:06:30 PM,0.0259,0
3594,02/02/19 06:07:30 PM,0.0259,0
3596,02/02/19 06:08:30 PM,0.0259,0
3598,02/02/19 06:09:30 PM,37.9431,1
3600,02/02/19 06:10:30 PM,38.4161,1
3602,02/02/19 06:11:30 PM,36.9543,1
3604,02/02/19 06:12:30 PM,37.0184,1
3606,02/02/19 06:13:30 PM,36.8597,1
3608,02/02/19 06:14:30 PM,36.8887,1
3610,02/02/19 06:15:30 PM,36.7514,1
3612,02/02/19 06:16:30 PM,36.8551,1
3614,02/02/19 06:17:30 PM,36.8582,1
3616,02/02/19 06:18:30 PM,36.9482,1
3618,02/02/19 06:19:30 PM,37.0001,1
3620,02/02/19 06:20:30 PM,36.8612,1
3622,02/02/19 06:21:30 PM,36.8505,1
3624,02/02/19 06:22:30 PM,36.9772,1
3626,02/02/19 06:23:30 PM,36.9421,1
3628,02/02/19 06:24:30 PM,37.0871,1
3630,02/02/19 06:25:30 PM,37.0016,1
3632,02/02/19 06:26:30 PM,36.8734,1
3634,02/02/19 06:27:30 PM,36.8734,1
3636,02/02/19 06:28:30 PM,37.1771,1
3638,02/02/19 06:29:30 PM,36.9146,1
3640,02/02/19 06:30:30 PM,37.0428,1
3642,02/02/19 06:31:30 PM,36.8353,1
3644,02/02/19 06:32:30 PM,36.9924,1
3646,02/02/19 06:33:30 PM,36.8658,1
3648,02/02/19 06:34:30 PM,36.9955,1
3650,02/02/19 06:35:30 PM,36.8521,1
3652,02/02/19 06:36:30 PM,36.7849,1
3654,02/02/19 06:37:30 PM,36.8521,1
3656,02/02/19 06:38:30 PM,0.0275,0
3658,02/02/19 06:39:30 PM,0.0275,0
3660,02/02/19 06:40:30 PM,0.0275,0
3662,02/02/19 06:41:30 PM,0.0275,0
3664,02/02/19 06:42:30 PM,0.0275,0
3666,02/02/19 06:43:30 PM,0.0275,0
3668,02/02/19 06:44:30 PM,0.0275,0
3670,02/02/19 06:45:30 PM,0.028999999999999998,0
3672,02/02/19 06:46:30 PM,38.146,1
3674,02/02/19 06:47:30 PM,36.1791,1
3676,02/02/19 06:48:30 PM,36.8948,1
3678,02/02/19 06:49:30 PM,37.0993,1
3680,02/02/19 06:50:30 PM,36.8933,1
3682,02/02/19 06:51:30 PM,36.8643,1
3684,02/02/19 06:52:30 PM,36.7819,1
3686,02/02/19 06:53:30 PM,37.0443,1
3688,02/02/19 06:54:30 PM,37.113,1
3690,02/02/19 06:55:30 PM,36.8292,1
3692,02/02/19 06:56:30 PM,36.9116,1
3694,02/02/19 06:57:30 PM,36.9451,1
3696,02/02/19 06:58:30 PM,36.968,1
3698,02/02/19 06:59:30 PM,36.9085,1
3700,02/02/19 07:00:30 PM,37.1283,1
3702,02/02/19 07:01:30 PM,36.9085,1
3704,02/02/19 07:02:30 PM,37.1145,1
3706,02/02/19 07:03:30 PM,37.1649,1
3708,02/02/19 07:04:30 PM,36.9833,1
3710,02/02/19 07:05:30 PM,36.9833,1
3712,02/02/19 07:06:30 PM,37.2519,1
3714,02/02/19 07:07:30 PM,37.1481,1
3716,02/02/19 07:08:30 PM,36.9635,1
3718,02/02/19 07:09:30 PM,36.9772,1
3720,02/02/19 07:10:30 PM,36.8795,1
3722,02/02/19 07:11:30 PM,37.0703,1
3724,02/02/19 07:12:30 PM,37.0489,1
3726,02/02/19 07:13:30 PM,37.0001,1
3728,02/02/19 07:14:30 PM,37.0565,1
3730,02/02/19 07:15:30 PM,37.1481,1
3732,02/02/19 07:16:30 PM,37.1725,1
3734,02/02/19 07:17:30 PM,37.0092,1
3736,02/02/19 07:18:30 PM,37.113,1
3738,02/02/19 07:19:30 PM,37.0901,1
3740,02/02/19 07:20:30 PM,37.1054,1
3742,02/02/19 07:21:30 PM,37.0016,1
3744,02/02/19 07:22:30 PM,37.0871,1
3746,02/02/19 07:23:30 PM,37.1786,1
3748,02/02/19 07:24:30 PM,37.0611,1
3750,02/02/19 07:25:30 PM,37.1695,1
3752,02/02/19 07:26:30 PM,37.1588,1
3754,02/02/19 07:27:30 PM,37.1511,1
3756,02/02/19 07:28:30 PM,37.1466,1
3758,02/02/19 07:29:30 PM,37.1923,1
3760,02/02/19 07:30:30 PM,37.1344,1
3762,02/02/19 07:31:30 PM,37.1725,1
3764,02/02/19 07:32:30 PM,37.1954,1
3766,02/02/19 07:33:30 PM,37.0962,1
3768,02/02/19 07:34:30 PM,37.0123,1
3770,02/02/19 07:35:30 PM,37.113,1
3772,02/02/19 07:36:30 PM,37.0092,1
3774,02/02/19 07:37:30 PM,0.0336,0
3776,02/02/19 07:38:30 PM,0.028999999999999998,0
3778,02/02/19 07:39:30 PM,0.028999999999999998,0
3780,02/02/19 07:40:30 PM,0.028999999999999998,0
3782,02/02/19 07:41:30 PM,0.028999999999999998,0
3784,02/02/19 07:42:30 PM,0.028999999999999998,0
3786,02/02/19 07:43:30 PM,0.028999999999999998,0
3788,02/02/19 07:44:30 PM,0.028999999999999998,0
3790,02/02/19 07:45:30 PM,0.028999999999999998,0
3792,02/02/19 07:46:30 PM,38.2376,1
3794,02/02/19 07:47:30 PM,39.6002,1
3796,02/02/19 07:48:30 PM,36.7239,1
3798,02/02/19 07:49:30 PM,36.9436,1
3800,02/02/19 07:50:30 PM,36.9375,1
3802,02/02/19 07:51:30 PM,37.0214,1
3804,02/02/19 07:52:30 PM,37.1405,1
3806,02/02/19 07:53:30 PM,37.1099,1
3808,02/02/19 07:54:30 PM,37.174,1
3810,02/02/19 07:55:30 PM,37.232,1
3812,02/02/19 07:56:30 PM,37.2366,1
3814,02/02/19 07:57:30 PM,36.968,1
3816,02/02/19 07:58:30 PM,36.939,1
3818,02/02/19 07:59:30 PM,37.0489,1
3820,02/02/19 08:00:30 PM,37.0138,1
3822,02/02/19 08:01:30 PM,36.9284,1
3824,02/02/19 08:02:30 PM,37.0779,1
3826,02/02/19 08:03:30 PM,37.0031,1
3828,02/02/19 08:04:30 PM,36.8322,1
3830,02/02/19 08:05:30 PM,37.0977,1
3832,02/02/19 08:06:30 PM,36.9833,1
3834,02/02/19 08:07:30 PM,36.7758,1
3836,02/02/19 08:08:30 PM,36.7681,1
3838,02/02/19 08:09:30 PM,36.7681,1
3840,02/02/19 08:10:30 PM,36.8032,1
3842,02/02/19 08:11:30 PM,36.9711,1
3844,02/02/19 08:12:30 PM,36.9177,1
3846,02/02/19 08:13:30 PM,36.8978,1
3848,02/02/19 08:14:30 PM,36.8338,1
3850,02/02/19 08:15:30 PM,37.0169,1
3852,02/02/19 08:16:30 PM,36.7239,1
3854,02/02/19 08:17:30 PM,36.9238,1
3856,02/02/19 08:18:30 PM,36.8368,1
3858,02/02/19 08:19:30 PM,36.8505,1
3860,02/02/19 08:20:30 PM,36.8856,1
3862,02/02/19 08:21:30 PM,36.8902,1
3864,02/02/19 08:22:30 PM,36.8994,1
3866,02/02/19 08:23:30 PM,36.7666,1
3868,02/02/19 08:24:30 PM,36.733000000000004,1
3870,02/02/19 08:25:30 PM,36.7239,1
3872,02/02/19 08:26:30 PM,36.8383,1
3874,02/02/19 08:27:30 PM,0.0275,0
3876,02/02/19 08:28:30 PM,0.0275,0
3878,02/02/19 08:29:30 PM,0.0275,0
3880,02/02/19 08:30:30 PM,0.0275,0
3882,02/02/19 08:31:30 PM,0.0275,0
3884,02/02/19 08:32:30 PM,0.0275,0
3886,02/02/19 08:33:30 PM,0.0275,0
3888,02/02/19 08:34:30 PM,0.028999999999999998,0
3890,02/02/19 08:35:30 PM,37.7142,1
3892,02/02/19 08:36:30 PM,36.5728,1
3894,02/02/19 08:37:30 PM,37.1054,1
3896,02/02/19 08:38:30 PM,37.2747,1
3898,02/02/19 08:39:30 PM,36.8612,1
3900,02/02/19 08:40:30 PM,36.9436,1
3902,02/02/19 08:41:30 PM,37.052,1
3904,02/02/19 08:42:30 PM,36.9146,1
3906,02/02/19 08:43:30 PM,37.0016,1
3908,02/02/19 08:44:30 PM,37.025999999999996,1
3910,02/02/19 08:45:30 PM,36.7315,1
3912,02/02/19 08:46:30 PM,36.8353,1
3914,02/02/19 08:47:30 PM,36.8673,1
3916,02/02/19 08:48:30 PM,36.9299,1
3918,02/02/19 08:49:30 PM,37.0062,1
3920,02/02/19 08:50:30 PM,36.8139,1
3922,02/02/19 08:51:30 PM,36.8719,1
3924,02/02/19 08:52:30 PM,36.7742,1
3926,02/02/19 08:53:30 PM,36.7636,1
3928,02/02/19 08:54:30 PM,36.8063,1
3930,02/02/19 08:55:30 PM,36.9558,1
3932,02/02/19 08:56:30 PM,36.8505,1
3934,02/02/19 08:57:30 PM,36.8368,1
3936,02/02/19 08:58:30 PM,36.8673,1
3938,02/02/19 08:59:30 PM,36.8566,1
3940,02/02/19 09:00:30 PM,36.8078,1
3942,02/02/19 09:01:30 PM,36.9345,1
3944,02/02/19 09:02:30 PM,36.9619,1
3946,02/02/19 09:03:30 PM,36.82,1
3948,02/02/19 09:04:30 PM,36.8139,1
3950,02/02/19 09:05:30 PM,36.8887,1
3952,02/02/19 09:06:30 PM,36.9619,1
3954,02/02/19 09:07:30 PM,36.7681,1
3956,02/02/19 09:08:30 PM,36.9451,1
3958,02/02/19 09:09:30 PM,36.9345,1
3960,02/02/19 09:10:30 PM,36.9192,1
3962,02/02/19 09:11:30 PM,37.3053,1
3964,02/02/19 09:12:30 PM,37.2,1
3966,02/02/19 09:13:30 PM,37.1145,1
3968,02/02/19 09:14:30 PM,37.2412,1
3970,02/02/19 09:15:30 PM,37.2244,1
3972,02/02/19 09:16:30 PM,37.3404,1
3974,02/02/19 09:17:30 PM,36.9665,1
3976,02/02/19 09:18:30 PM,36.968,1
3978,02/02/19 09:19:30 PM,36.9619,1
3980,02/02/19 09:20:30 PM,36.8322,1
3982,02/02/19 09:21:30 PM,36.7651,1
3984,02/02/19 09:22:30 PM,36.8444,1
3986,02/02/19 09:23:30 PM,36.9131,1
3988,02/02/19 09:24:30 PM,36.7285,1
3990,02/02/19 09:25:30 PM,36.8917,1
3992,02/02/19 09:26:30 PM,0.0305,0
3994,02/02/19 09:27:30 PM,0.028999999999999998,0
3996,02/02/19 09:28:30 PM,0.028999999999999998,0
3998,02/02/19 09:29:30 PM,0.028999999999999998,0
4000,02/02/19 09:30:30 PM,0.028999999999999998,0
4002,02/02/19 09:31:30 PM,0.028999999999999998,0
4004,02/02/19 09:32:30 PM,0.028999999999999998,0
4006,02/02/19 09:33:30 PM,0.028999999999999998,0
4008,02/02/19 09:34:30 PM,0.028999999999999998,0
4010,02/02/19 09:35:30 PM,35.9197,1
4012,02/02/19 09:36:30 PM,39.0555,1
4014,02/02/19 09:37:30 PM,36.5743,1
4016,02/02/19 09:38:30 PM,37.1344,1
4018,02/02/19 09:39:30 PM,37.1038,1
4020,02/02/19 09:40:30 PM,36.8933,1
4022,02/02/19 09:41:30 PM,36.788000000000004,1
4024,02/02/19 09:42:30 PM,36.7315,1
4026,02/02/19 09:43:30 PM,36.8139,1
4028,02/02/19 09:44:30 PM,36.875,1
4030,02/02/19 09:45:30 PM,37.0001,1
4032,02/02/19 09:46:30 PM,37.1084,1
4034,02/02/19 09:47:30 PM,36.7849,1
4036,02/02/19 09:48:30 PM,36.7712,1
4038,02/02/19 09:49:30 PM,36.6522,1
4040,02/02/19 09:50:30 PM,36.8673,1
4042,02/02/19 09:51:30 PM,36.9451,1
4044,02/02/19 09:52:30 PM,36.6796,1
4046,02/02/19 09:53:30 PM,36.7086,1
4048,02/02/19 09:54:30 PM,36.6629,1
4050,02/02/19 09:55:30 PM,36.7453,1
4052,02/02/19 09:56:30 PM,36.8154,1
4054,02/02/19 09:57:30 PM,36.9314,1
4056,02/02/19 09:58:30 PM,36.8002,1
4058,02/02/19 09:59:30 PM,36.9665,1
4060,02/02/19 10:00:30 PM,36.9162,1
4062,02/02/19 10:01:30 PM,36.8795,1
4064,02/02/19 10:02:30 PM,36.9207,1
4066,02/02/19 10:03:30 PM,36.9314,1
4068,02/02/19 10:04:30 PM,36.9924,1
4070,02/02/19 10:05:30 PM,37.0382,1
4072,02/02/19 10:06:30 PM,36.8933,1
4074,02/02/19 10:07:30 PM,36.7773,1
4076,02/02/19 10:08:30 PM,36.8261,1
4078,02/02/19 10:09:30 PM,36.7422,1
4080,02/02/19 10:10:30 PM,0.0275,0
4082,02/02/19 10:11:30 PM,0.0259,0
4084,02/02/19 10:12:30 PM,0.0259,0
4086,02/02/19 10:13:30 PM,0.0259,0
4088,02/02/19 10:14:30 PM,0.0259,0
4090,02/02/19 10:15:30 PM,0.0259,0
4092,02/02/19 10:16:30 PM,0.0259,0
4094,02/02/19 10:17:30 PM,0.0275,0
4096,02/02/19 10:18:30 PM,0.028999999999999998,0
4098,02/02/19 10:19:30 PM,36.9162,1
4100,02/02/19 10:20:30 PM,39.234,1
4102,02/02/19 10:21:30 PM,36.466,1
4104,02/02/19 10:22:30 PM,36.7437,1
4106,02/02/19 10:23:30 PM,36.8597,1
4108,02/02/19 10:24:30 PM,36.6781,1
4110,02/02/19 10:25:30 PM,36.7727,1
4112,02/02/19 10:26:30 PM,36.7681,1
4114,02/02/19 10:27:30 PM,36.7071,1
4116,02/02/19 10:28:30 PM,36.8276,1
4118,02/02/19 10:29:30 PM,36.8383,1
4120,02/02/19 10:30:30 PM,36.7681,1
4122,02/02/19 10:31:30 PM,36.9772,1
4124,02/02/19 10:32:30 PM,36.849000000000004,1
4126,02/02/19 10:33:30 PM,36.7971,1
4128,02/02/19 10:34:30 PM,36.8765,1
4130,02/02/19 10:35:30 PM,36.7391,1
4132,02/02/19 10:36:30 PM,36.9146,1
4134,02/02/19 10:37:30 PM,36.7803,1
4136,02/02/19 10:38:30 PM,36.9146,1
4138,02/02/19 10:39:30 PM,36.7285,1
4140,02/02/19 10:40:30 PM,36.5972,1
4142,02/02/19 10:41:30 PM,36.7071,1
4144,02/02/19 10:42:30 PM,36.8536,1
4146,02/02/19 10:43:30 PM,36.6491,1
4148,02/02/19 10:44:30 PM,36.6491,1
4150,02/02/19 10:45:30 PM,36.8353,1
4152,02/02/19 10:46:30 PM,36.6232,1
4154,02/02/19 10:47:30 PM,36.8536,1
4156,02/02/19 10:48:30 PM,36.5606,1
4158,02/02/19 10:49:30 PM,36.6506,1
4160,02/02/19 10:50:30 PM,36.5698,1
4162,02/02/19 10:51:30 PM,36.6796,1
4164,02/02/19 10:52:30 PM,36.8994,1
4166,02/02/19 10:53:30 PM,36.878,1
4168,02/02/19 10:54:30 PM,36.5179,1
4170,02/02/19 10:55:30 PM,36.5942,1
4172,02/02/19 10:56:30 PM,36.7102,1
4174,02/02/19 10:57:30 PM,36.611,1
4176,02/02/19 10:58:30 PM,36.6384,1
4178,02/02/19 10:59:30 PM,36.585,1
4180,02/02/19 11:00:30 PM,36.5347,1
4182,02/02/19 11:01:30 PM,36.5316,1
4184,02/02/19 11:02:30 PM,36.6934,1
4186,02/02/19 11:03:30 PM,36.524,1
4188,02/02/19 11:04:30 PM,36.492,1
4190,02/02/19 11:05:30 PM,36.318000000000005,1
4192,02/02/19 11:06:30 PM,36.6247,1
4194,02/02/19 11:07:30 PM,36.6644,1
4196,02/02/19 11:08:30 PM,36.4736,1
4198,02/02/19 11:09:30 PM,36.5682,1
4200,02/02/19 11:10:30 PM,0.0351,0
4202,02/02/19 11:11:30 PM,0.028999999999999998,0
4204,02/02/19 11:12:30 PM,0.028999999999999998,0
4206,02/02/19 11:13:30 PM,0.0275,0
4208,02/02/19 11:14:30 PM,0.0275,0
4210,02/02/19 11:15:30 PM,0.0275,0
4212,02/02/19 11:16:30 PM,0.0275,0
4214,02/02/19 11:17:30 PM,0.0275,0
4216,02/02/19 11:18:30 PM,0.0275,0
4218,02/02/19 11:19:30 PM,37.7462,1
4220,02/02/19 11:20:30 PM,37.9873,1
4222,02/02/19 11:21:30 PM,39.118,1
4224,02/02/19 11:22:30 PM,35.5337,1
4226,02/02/19 11:23:30 PM,35.9884,1
4228,02/02/19 11:24:30 PM,35.967,1
4230,02/02/19 11:25:30 PM,36.1318,1
4232,02/02/19 11:26:30 PM,35.938,1
4234,02/02/19 11:27:30 PM,35.993,1
4236,02/02/19 11:28:30 PM,36.1776,1
4238,02/02/19 11:29:30 PM,35.906,1
4240,02/02/19 11:30:30 PM,35.7626,1
