,time,amps
1241,02/01/19 10:28:30 PM,37.0428
1243,02/01/19 10:29:30 PM,36.8429
1245,02/01/19 10:30:30 PM,36.9192
1247,02/01/19 10:31:30 PM,36.878
1249,02/01/19 10:32:30 PM,37.0443
1251,02/01/19 10:33:30 PM,36.9635
1253,02/01/19 10:34:30 PM,36.9879
1255,02/01/19 10:35:30 PM,36.8978
1257,02/01/19 10:36:30 PM,36.8734
1259,02/01/19 10:37:30 PM,36.8063
1261,02/01/19 10:38:30 PM,36.8521
1263,02/01/19 10:39:30 PM,36.9314
1265,02/01/19 10:40:30 PM,36.8994
1267,02/01/19 10:41:30 PM,36.907
1269,02/01/19 10:42:30 PM,36.9436
1271,02/01/19 10:43:30 PM,36.8246
1273,02/01/19 10:44:30 PM,37.0596
1275,02/01/19 10:45:30 PM,36.846
1277,02/01/19 10:46:30 PM,36.8002
1279,02/01/19 10:47:30 PM,36.7941
1281,02/01/19 10:48:30 PM,36.7742
1283,02/01/19 10:49:30 PM,36.7956
1285,02/01/19 10:50:30 PM,36.5255
1287,02/01/19 10:51:30 PM,36.7041
1289,02/01/19 10:52:30 PM,36.7254
1291,02/01/19 10:53:30 PM,36.6415
1293,02/01/19 10:54:30 PM,36.9345
1295,02/01/19 10:55:30 PM,37.0016
1297,02/01/19 10:56:30 PM,36.8917
1299,02/01/19 10:57:30 PM,0.032
1301,02/01/19 10:58:30 PM,0.028999999999999998
1303,02/01/19 10:59:30 PM,0.028999999999999998
1305,02/01/19 11:00:30 PM,0.028999999999999998
1307,02/01/19 11:01:30 PM,0.028999999999999998
1309,02/01/19 11:02:30 PM,0.028999999999999998
1311,02/01/19 11:03:30 PM,0.028999999999999998
1313,02/01/19 11:04:30 PM,0.0275
1315,02/01/19 11:05:30 PM,0.0275
1317,02/01/19 11:06:30 PM,38.7701
1319,02/01/19 11:07:30 PM,38.8785
1321,02/01/19 11:08:30 PM,36.3912
1323,02/01/19 11:09:30 PM,36.3012
1325,02/01/19 11:10:30 PM,36.4858
1327,02/01/19 11:11:30 PM,36.5164
1329,02/01/19 11:12:30 PM,36.4477
1331,02/01/19 11:13:30 PM,36.5301
1333,02/01/19 11:14:30 PM,36.4752
1335,02/01/19 11:15:30 PM,36.5759
1337,02/01/19 11:16:30 PM,36.4569
1339,02/01/19 11:17:30 PM,36.4828
1341,02/01/19 11:18:30 PM,36.5118
1343,02/01/19 11:19:30 PM,36.4553
1345,02/01/19 11:20:30 PM,36.5484
1347,02/01/19 11:21:30 PM,36.3272
1349,02/01/19 11:22:30 PM,36.5118
1351,02/01/19 11:23:30 PM,36.556
1353,02/01/19 11:24:30 PM,36.7315
1355,02/01/19 11:25:30 PM,36.4385
1357,02/01/19 11:26:30 PM,36.5286
1359,02/01/19 11:27:30 PM,36.2387
1361,02/01/19 11:28:30 PM,36.2936
1363,02/01/19 11:29:30 PM,36.2692
1365,02/01/19 11:30:30 PM,36.4645
1367,02/01/19 11:31:30 PM,36.1517
1369,02/01/19 11:32:30 PM,36.3867
1371,02/01/19 11:33:30 PM,36.3287
1373,02/01/19 11:34:30 PM,36.4645
1375,02/01/19 11:35:30 PM,36.6598
1377,02/01/19 11:36:30 PM,36.1654
1379,02/01/19 11:37:30 PM,36.2875
1381,02/01/19 11:38:30 PM,36.318000000000005
1383,02/01/19 11:39:30 PM,36.08
1385,02/01/19 11:40:30 PM,36.2539
1387,02/01/19 11:41:30 PM,36.3058
1389,02/01/19 11:42:30 PM,36.3134
1391,02/01/19 11:43:30 PM,36.2631
1393,02/01/19 11:44:30 PM,36.3333
1395,02/01/19 11:45:30 PM,36.1273
1397,02/01/19 11:46:30 PM,36.3531
1399,02/01/19 11:47:30 PM,36.202
1401,02/01/19 11:48:30 PM,36.2554
1403,02/01/19 11:49:30 PM,36.3272
1405,02/01/19 11:50:30 PM,36.2799
1407,02/01/19 11:51:30 PM,36.2799
1409,02/01/19 11:52:30 PM,36.3577
1411,02/01/19 11:53:30 PM,36.2066
1413,02/01/19 11:54:30 PM,36.3821
1415,02/01/19 11:55:30 PM,36.1563
1417,02/01/19 11:56:30 PM,36.1593
1419,02/01/19 11:57:30 PM,36.286
1421,02/01/19 11:58:30 PM,0.028999999999999998
1423,02/01/19 11:59:30 PM,0.028999999999999998
1425,02/02/19 12:00:30 AM,0.028999999999999998
1427,02/02/19 12:01:30 AM,0.028999999999999998
1429,02/02/19 12:02:30 AM,0.028999999999999998
1431,02/02/19 12:03:30 AM,0.028999999999999998
1433,02/02/19 12:04:30 AM,0.028999999999999998
1435,02/02/19 12:05:30 AM,0.028999999999999998
1437,02/02/19 12:06:30 AM,0.028999999999999998
1439,02/02/19 12:07:30 AM,37.9675
1441,02/02/19 12:08:30 AM,39.0784
1443,02/02/19 12:09:30 AM,35.5962
1445,02/02/19 12:10:30 AM,36.1135
1447,02/02/19 12:11:30 AM,36.1959
1449,02/02/19 12:12:30 AM,36.1181
1451,02/02/19 12:13:30 AM,36.1181
1453,02/02/19 12:14:30 AM,36.0388
1455,02/02/19 12:15:30 AM,36.1456
1457,02/02/19 12:16:30 AM,36.3394
1459,02/02/19 12:17:30 AM,36.1456
1461,02/02/19 12:18:30 AM,36.2432
1463,02/02/19 12:19:30 AM,36.289
1465,02/02/19 12:20:30 AM,35.9808
1467,02/02/19 12:21:30 AM,36.1288
1469,02/02/19 12:22:30 AM,35.9564
1471,02/02/19 12:23:30 AM,36.1028
1473,02/02/19 12:24:30 AM,36.0433
1475,02/02/19 12:25:30 AM,36.1212
1477,02/02/19 12:26:30 AM,36.0586
1479,02/02/19 12:27:30 AM,36.0739
1481,02/02/19 12:28:30 AM,36.2402
1483,02/02/19 12:29:30 AM,36.0678
1485,02/02/19 12:30:30 AM,36.0281
1487,02/02/19 12:31:30 AM,36.0372
1489,02/02/19 12:32:30 AM,35.964
1491,02/02/19 12:33:30 AM,36.0052
1493,02/02/19 12:34:30 AM,36.2844
1495,02/02/19 12:35:30 AM,36.1395
1497,02/02/19 12:36:30 AM,36.2722
1499,02/02/19 12:37:30 AM,35.9869
1501,02/02/19 12:38:30 AM,36.2325
1503,02/02/19 12:39:30 AM,36.1746
1505,02/02/19 12:40:30 AM,36.3088
1507,02/02/19 12:41:30 AM,36.2814
1509,02/02/19 12:42:30 AM,36.2692
1511,02/02/19 12:43:30 AM,35.9915
1513,02/02/19 12:44:30 AM,35.7702
1515,02/02/19 12:45:30 AM,36.0662
1517,02/02/19 12:46:30 AM,35.9945
1519,02/02/19 12:47:30 AM,35.8328
1521,02/02/19 12:48:30 AM,35.8389
1523,02/02/19 12:49:30 AM,36.0388
1525,02/02/19 12:50:30 AM,36.08
1527,02/02/19 12:51:30 AM,36.1074
1529,02/02/19 12:52:30 AM,35.996
1531,02/02/19 12:53:30 AM,36.0311
1533,02/02/19 12:54:30 AM,36.2173
1535,02/02/19 12:55:30 AM,36.1471
1537,02/02/19 12:56:30 AM,36.0357
1539,02/02/19 12:57:30 AM,35.8145
1541,02/02/19 12:58:30 AM,0.028999999999999998
1543,02/02/19 12:59:30 AM,0.028999999999999998
1545,02/02/19 01:00:30 AM,0.028999999999999998
1547,02/02/19 01:01:30 AM,0.028999999999999998
1549,02/02/19 01:02:30 AM,0.028999999999999998
1551,02/02/19 01:03:30 AM,0.0275
1553,02/02/19 01:04:30 AM,0.0275
1555,02/02/19 01:05:30 AM,0.0275
1557,02/02/19 01:06:30 AM,0.0275
1559,02/02/19 01:07:30 AM,37.5463
1561,02/02/19 01:08:30 AM,39.1623
1563,02/02/19 01:09:30 AM,39.0967
1565,02/02/19 01:10:30 AM,35.5795
1567,02/02/19 01:11:30 AM,35.996
1569,02/02/19 01:12:30 AM,36.0861
1571,02/02/19 01:13:30 AM,36.111999999999995
1573,02/02/19 01:14:30 AM,35.9182
1575,02/02/19 01:15:30 AM,36.0159
1577,02/02/19 01:16:30 AM,36.1257
1579,02/02/19 01:17:30 AM,36.0204
1581,02/02/19 01:18:30 AM,35.7488
1583,02/02/19 01:19:30 AM,35.8801
1585,02/02/19 01:20:30 AM,35.7549
1587,02/02/19 01:21:30 AM,35.9182
1589,02/02/19 01:22:30 AM,36.0037
1591,02/02/19 01:23:30 AM,35.7977
1593,02/02/19 01:24:30 AM,35.874
1595,02/02/19 01:25:30 AM,36.1578
1597,02/02/19 01:26:30 AM,36.0327
1599,02/02/19 01:27:30 AM,35.8114
1601,02/02/19 01:28:30 AM,36.0372
1603,02/02/19 01:29:30 AM,36.0021
1605,02/02/19 01:30:30 AM,36.0204
1607,02/02/19 01:31:30 AM,36.0266
1609,02/02/19 01:32:30 AM,35.9854
1611,02/02/19 01:33:30 AM,36.1196
1613,02/02/19 01:34:30 AM,36.0296
1615,02/02/19 01:35:30 AM,35.9792
1617,02/02/19 01:36:30 AM,35.6924
1619,02/02/19 01:37:30 AM,35.7778
1621,02/02/19 01:38:30 AM,35.9228
1623,02/02/19 01:39:30 AM,35.5917
1625,02/02/19 01:40:30 AM,35.6771
1627,02/02/19 01:41:30 AM,35.787
1629,02/02/19 01:42:30 AM,35.7671
1631,02/02/19 01:43:30 AM,35.845
1633,02/02/19 01:44:30 AM,35.6664
1635,02/02/19 01:45:30 AM,35.7488
1637,02/02/19 01:46:30 AM,0.0275
1639,02/02/19 01:47:30 AM,0.0259
1641,02/02/19 01:48:30 AM,0.0259
1643,02/02/19 01:49:30 AM,0.0259
1645,02/02/19 01:50:30 AM,0.0259
1647,02/02/19 01:51:30 AM,0.0259
1649,02/02/19 01:52:30 AM,0.0259
1651,02/02/19 01:53:30 AM,0.0259
1653,02/02/19 01:54:30 AM,0.0275
1655,02/02/19 01:55:30 AM,37.8805
1657,02/02/19 01:56:30 AM,38.8846
1659,02/02/19 01:57:30 AM,39.234
1661,02/02/19 01:58:30 AM,38.0591
1663,02/02/19 01:59:30 AM,36.0113
1665,02/02/19 02:00:30 AM,35.8541
1667,02/02/19 02:01:30 AM,35.938
1669,02/02/19 02:02:30 AM,35.9976
1671,02/02/19 02:03:30 AM,36.1089
1673,02/02/19 02:04:30 AM,36.0098
1675,02/02/19 02:05:30 AM,35.8389
1677,02/02/19 02:06:30 AM,35.9274
1679,02/02/19 02:07:30 AM,36.1105
1681,02/02/19 02:08:30 AM,35.9045
1683,02/02/19 02:09:30 AM,35.7839
1685,02/02/19 02:10:30 AM,35.9167
1687,02/02/19 02:11:30 AM,36.1334
1689,02/02/19 02:12:30 AM,35.9182
1691,02/02/19 02:13:30 AM,35.8297
1693,02/02/19 02:14:30 AM,35.8846
1695,02/02/19 02:15:30 AM,35.9655
1697,02/02/19 02:16:30 AM,35.8984
1699,02/02/19 02:17:30 AM,35.8389
1701,02/02/19 02:18:30 AM,0.0259
1703,02/02/19 02:19:30 AM,0.0259
1705,02/02/19 02:20:30 AM,0.0259
1707,02/02/19 02:21:30 AM,0.0259
1709,02/02/19 02:22:30 AM,0.0259
1711,02/02/19 02:23:30 AM,0.0259
1713,02/02/19 02:24:30 AM,0.0259
1715,02/02/19 02:25:30 AM,0.0259
1717,02/02/19 02:26:30 AM,0.0275
1719,02/02/19 02:27:30 AM,0.0275
1721,02/02/19 02:28:30 AM,37.9965
1723,02/02/19 02:29:30 AM,38.97
1725,02/02/19 02:30:30 AM,38.9944
1727,02/02/19 02:31:30 AM,35.967
1729,02/02/19 02:32:30 AM,35.8968
1731,02/02/19 02:33:30 AM,35.874
1733,02/02/19 02:34:30 AM,35.6909
1735,02/02/19 02:35:30 AM,35.5276
1737,02/02/19 02:36:30 AM,35.8495
1739,02/02/19 02:37:30 AM,35.8862
1741,02/02/19 02:38:30 AM,35.7656
1743,02/02/19 02:39:30 AM,35.6207
1745,02/02/19 02:40:30 AM,35.6771
1747,02/02/19 02:41:30 AM,35.6847
1749,02/02/19 02:42:30 AM,35.8419
1751,02/02/19 02:43:30 AM,35.3933
1753,02/02/19 02:44:30 AM,35.523
1755,02/02/19 02:45:30 AM,35.61
1757,02/02/19 02:46:30 AM,0.0259
1759,02/02/19 02:47:30 AM,0.0259
1761,02/02/19 02:48:30 AM,0.0259
1763,02/02/19 02:49:30 AM,0.0259
1765,02/02/19 02:50:30 AM,0.0259
1767,02/02/19 02:51:30 AM,0.0259
1769,02/02/19 02:52:30 AM,0.0259
1771,02/02/19 02:53:30 AM,0.0259
1773,02/02/19 02:54:30 AM,0.0275
1775,02/02/19 02:55:30 AM,0.0275
1777,02/02/19 02:56:30 AM,37.6013
1779,02/02/19 02:57:30 AM,38.5519
1781,02/02/19 02:58:30 AM,38.6481
1783,02/02/19 02:59:30 AM,38.674
1785,02/02/19 03:00:30 AM,38.3246
1787,02/02/19 03:01:30 AM,35.3765
1789,02/02/19 03:02:30 AM,35.7076
1791,02/02/19 03:03:30 AM,35.5291
1793,02/02/19 03:04:30 AM,35.6039
1795,02/02/19 03:05:30 AM,35.758
1797,02/02/19 03:06:30 AM,35.5306
1799,02/02/19 03:07:30 AM,35.6573
1801,02/02/19 03:08:30 AM,35.552
1803,02/02/19 03:09:30 AM,35.552
1805,02/02/19 03:10:30 AM,35.9106
1807,02/02/19 03:11:30 AM,35.6191
1809,02/02/19 03:12:30 AM,35.4925
1811,02/02/19 03:13:30 AM,0.0305
1813,02/02/19 03:14:30 AM,0.0259
1815,02/02/19 03:15:30 AM,0.0259
1817,02/02/19 03:16:30 AM,0.0259
1819,02/02/19 03:17:30 AM,0.0259
1821,02/02/19 03:18:30 AM,0.0259
1823,02/02/19 03:19:30 AM,0.0259
1825,02/02/19 03:20:30 AM,0.0259
1827,02/02/19 03:21:30 AM,0.0259
1829,02/02/19 03:22:30 AM,0.0275
1831,02/02/19 03:23:30 AM,0.0275
1833,02/02/19 03:24:30 AM,36.8063
1835,02/02/19 03:25:30 AM,38.4924
1837,02/02/19 03:26:30 AM,38.6206
1839,02/02/19 03:27:30 AM,38.7839
1841,02/02/19 03:28:30 AM,38.819
1843,02/02/19 03:29:30 AM,38.9136
1845,02/02/19 03:30:30 AM,38.9349
1847,02/02/19 03:31:30 AM,36.463
1849,02/02/19 03:32:30 AM,35.729
1851,02/02/19 03:33:30 AM,35.9197
1853,02/02/19 03:34:30 AM,35.671
1855,02/02/19 03:35:30 AM,35.4879
1857,02/02/19 03:36:30 AM,35.5428
1859,02/02/19 03:37:30 AM,35.5993
1861,02/02/19 03:38:30 AM,35.5108
1863,02/02/19 03:39:30 AM,35.5077
1865,02/02/19 03:40:30 AM,0.0259
1867,02/02/19 03:41:30 AM,0.0259
1869,02/02/19 03:42:30 AM,0.0259
1871,02/02/19 03:43:30 AM,0.0259
1873,02/02/19 03:44:30 AM,0.0259
1875,02/02/19 03:45:30 AM,0.0259
1877,02/02/19 03:46:30 AM,0.0259
1879,02/02/19 03:47:30 AM,0.0259
1881,02/02/19 03:48:30 AM,0.0259
1883,02/02/19 03:49:30 AM,0.0275
1885,02/02/19 03:50:30 AM,0.0275
1887,02/02/19 03:51:30 AM,36.8963
1889,02/02/19 03:52:30 AM,38.1506
1891,02/02/19 03:53:30 AM,38.5458
1893,02/02/19 03:54:30 AM,38.6923
1895,02/02/19 03:55:30 AM,38.9151
1897,02/02/19 03:56:30 AM,38.8495
1899,02/02/19 03:57:30 AM,38.79
1901,02/02/19 03:58:30 AM,38.854
1903,02/02/19 03:59:30 AM,37.2274
1905,02/02/19 04:00:30 AM,35.6634
1907,02/02/19 04:01:30 AM,36.1837
1909,02/02/19 04:02:30 AM,35.5077
1911,02/02/19 04:03:30 AM,35.3918
1913,02/02/19 04:04:30 AM,35.6558
1915,02/02/19 04:05:30 AM,35.552
1917,02/02/19 04:06:30 AM,35.6161
1919,02/02/19 04:07:30 AM,0.0259
1921,02/02/19 04:08:30 AM,0.0259
1923,02/02/19 04:09:30 AM,0.0259
1925,02/02/19 04:10:30 AM,0.0259
1927,02/02/19 04:11:30 AM,0.0259
1929,02/02/19 04:12:30 AM,0.0259
1931,02/02/19 04:13:30 AM,0.0259
1933,02/02/19 04:14:30 AM,0.0259
1935,02/02/19 04:15:30 AM,0.0259
1937,02/02/19 04:16:30 AM,0.0275
1939,02/02/19 04:17:30 AM,0.0275
1941,02/02/19 04:18:30 AM,0.0275
1943,02/02/19 04:19:30 AM,37.1618
1945,02/02/19 04:20:30 AM,37.9721
1947,02/02/19 04:21:30 AM,38.4283
1949,02/02/19 04:22:30 AM,38.6099
1951,02/02/19 04:23:30 AM,38.5443
1953,02/02/19 04:24:30 AM,38.6038
1955,02/02/19 04:25:30 AM,38.7091
1957,02/02/19 04:26:30 AM,35.5596
1959,02/02/19 04:27:30 AM,35.4757
1961,02/02/19 04:28:30 AM,35.5657
1963,02/02/19 04:29:30 AM,35.2407
1965,02/02/19 04:30:30 AM,35.2651
1967,02/02/19 04:31:30 AM,35.0835
1969,02/02/19 04:32:30 AM,35.407
1971,02/02/19 04:33:30 AM,35.2132
1973,02/02/19 04:34:30 AM,35.2667
1975,02/02/19 04:35:30 AM,0.0259
1977,02/02/19 04:36:30 AM,0.0259
1979,02/02/19 04:37:30 AM,0.0259
1981,02/02/19 04:38:30 AM,0.0244
1983,02/02/19 04:39:30 AM,0.0244
1985,02/02/19 04:40:30 AM,0.0244
1987,02/02/19 04:41:30 AM,0.0244
1989,02/02/19 04:42:30 AM,0.0244
1991,02/02/19 04:43:30 AM,0.0244
1993,02/02/19 04:44:30 AM,0.0275
1995,02/02/19 04:45:30 AM,0.0275
1997,02/02/19 04:46:30 AM,37.5158
1999,02/02/19 04:47:30 AM,37.8363
2001,02/02/19 04:48:30 AM,38.2177
2003,02/02/19 04:49:30 AM,38.5733
2005,02/02/19 04:50:30 AM,38.6679
2007,02/02/19 04:51:30 AM,38.8037
2009,02/02/19 04:52:30 AM,38.8327
2011,02/02/19 04:53:30 AM,35.3613
2013,02/02/19 04:54:30 AM,35.6802
2015,02/02/19 04:55:30 AM,35.5123
2017,02/02/19 04:56:30 AM,35.4192
2019,02/02/19 04:57:30 AM,35.4376
2021,02/02/19 04:58:30 AM,35.4635
2023,02/02/19 04:59:30 AM,35.5489
2025,02/02/19 05:00:30 AM,35.3964
2027,02/02/19 05:01:30 AM,0.0259
2029,02/02/19 05:02:30 AM,0.0259
2031,02/02/19 05:03:30 AM,0.0259
2033,02/02/19 05:04:30 AM,0.0259
2035,02/02/19 05:05:30 AM,0.0259
2037,02/02/19 05:06:30 AM,0.0259
2039,02/02/19 05:07:30 AM,0.0259
2041,02/02/19 05:08:30 AM,0.0244
2043,02/02/19 05:09:30 AM,0.0244
2045,02/02/19 05:10:30 AM,0.0275
2047,02/02/19 05:11:30 AM,0.0275
2049,02/02/19 05:12:30 AM,0.0275
2051,02/02/19 05:13:30 AM,36.8536
2053,02/02/19 05:14:30 AM,37.9294
2055,02/02/19 05:15:30 AM,38.3642
2057,02/02/19 05:16:30 AM,38.6328
2059,02/02/19 05:17:30 AM,38.996
2061,02/02/19 05:18:30 AM,38.6038
2063,02/02/19 05:19:30 AM,38.6877
2065,02/02/19 05:20:30 AM,38.5794
2067,02/02/19 05:21:30 AM,34.5388
2069,02/02/19 05:22:30 AM,35.2911
2071,02/02/19 05:23:30 AM,35.3521
2073,02/02/19 05:24:30 AM,35.4009
2075,02/02/19 05:25:30 AM,35.3079
2077,02/02/19 05:26:30 AM,35.3063
2079,02/02/19 05:27:30 AM,0.0259
2081,02/02/19 05:28:30 AM,0.0259
2083,02/02/19 05:29:30 AM,0.0259
2085,02/02/19 05:30:30 AM,0.0259
2087,02/02/19 05:31:30 AM,0.0259
2089,02/02/19 05:32:30 AM,0.0259
2091,02/02/19 05:33:30 AM,0.0259
2093,02/02/19 05:34:30 AM,0.0259
2095,02/02/19 05:35:30 AM,0.0275
2097,02/02/19 05:36:30 AM,0.0275
2099,02/02/19 05:37:30 AM,36.3409
2101,02/02/19 05:38:30 AM,38.1811
2103,02/02/19 05:39:30 AM,38.6328
2105,02/02/19 05:40:30 AM,38.821999999999996
2107,02/02/19 05:41:30 AM,39.1669
2109,02/02/19 05:42:30 AM,39.0997
2111,02/02/19 05:43:30 AM,39.1989
2113,02/02/19 05:44:30 AM,39.1516
2115,02/02/19 05:45:30 AM,39.1989
2117,02/02/19 05:46:30 AM,39.0249
2119,02/02/19 05:47:30 AM,39.2615
2121,02/02/19 05:48:30 AM,38.7549
2123,02/02/19 05:49:30 AM,38.6481
2125,02/02/19 05:50:30 AM,38.6313
2127,02/02/19 05:51:30 AM,38.7243
2129,02/02/19 05:52:30 AM,38.6542
2131,02/02/19 05:53:30 AM,39.0631
2133,02/02/19 05:54:30 AM,39.0768
2135,02/02/19 05:55:30 AM,39.0494
2137,02/02/19 05:56:30 AM,36.8307
2139,02/02/19 05:57:30 AM,35.8907
2141,02/02/19 05:58:30 AM,35.4971
2143,02/02/19 05:59:30 AM,35.375
2145,02/02/19 06:00:30 AM,35.3735
2147,02/02/19 06:01:30 AM,35.4452
2149,02/02/19 06:02:30 AM,35.2163
2151,02/02/19 06:03:30 AM,35.2972
2153,02/02/19 06:04:30 AM,35.7259
2155,02/02/19 06:05:30 AM,35.6725
2157,02/02/19 06:06:30 AM,35.6298
2159,02/02/19 06:07:30 AM,35.4269
2161,02/02/19 06:08:30 AM,35.3872
2163,02/02/19 06:09:30 AM,35.5962
2165,02/02/19 06:10:30 AM,35.3719
2167,02/02/19 06:11:30 AM,35.4376
2169,02/02/19 06:12:30 AM,35.5383
2171,02/02/19 06:13:30 AM,35.5062
2173,02/02/19 06:14:30 AM,35.5428
2175,02/02/19 06:15:30 AM,0.028999999999999998
2177,02/02/19 06:16:30 AM,0.0259
2179,02/02/19 06:17:30 AM,0.0259
2181,02/02/19 06:18:30 AM,0.0259
2183,02/02/19 06:19:30 AM,0.0259
2185,02/02/19 06:20:30 AM,0.0259
2187,02/02/19 06:21:30 AM,0.0259
2189,02/02/19 06:22:30 AM,0.0275
2191,02/02/19 06:23:30 AM,0.0275
2193,02/02/19 06:24:30 AM,38.265
2195,02/02/19 06:25:30 AM,38.5229
2197,02/02/19 06:26:30 AM,38.7793
2199,02/02/19 06:27:30 AM,38.9837
2201,02/02/19 06:28:30 AM,38.7198
2203,02/02/19 06:29:30 AM,38.9456
2205,02/02/19 06:30:30 AM,38.9563
2207,02/02/19 06:31:30 AM,39.0875
2209,02/02/19 06:32:30 AM,39.2874
2211,02/02/19 06:33:30 AM,35.5169
2213,02/02/19 06:34:30 AM,35.6237
2215,02/02/19 06:35:30 AM,35.5459
2217,02/02/19 06:36:30 AM,36.0647
2219,02/02/19 06:37:30 AM,35.3384
2221,02/02/19 06:38:30 AM,35.5093
2223,02/02/19 06:39:30 AM,35.5062
2225,02/02/19 06:40:30 AM,35.4772
2227,02/02/19 06:41:30 AM,35.6008
2229,02/02/19 06:42:30 AM,35.4803
2231,02/02/19 06:43:30 AM,35.5642
2233,02/02/19 06:44:30 AM,35.3811
2235,02/02/19 06:45:30 AM,35.3872
2237,02/02/19 06:46:30 AM,35.436
2239,02/02/19 06:47:30 AM,35.4513
2241,02/02/19 06:48:30 AM,35.4101
2243,02/02/19 06:49:30 AM,35.4147
2245,02/02/19 06:50:30 AM,35.3567
2247,02/02/19 06:51:30 AM,35.4055
2249,02/02/19 06:52:30 AM,35.4345
2251,02/02/19 06:53:30 AM,35.4772
2253,02/02/19 06:54:30 AM,35.4559
2255,02/02/19 06:55:30 AM,35.4391
2257,02/02/19 06:56:30 AM,35.4818
2259,02/02/19 06:57:30 AM,35.4742
2261,02/02/19 06:58:30 AM,35.3964
2263,02/02/19 06:59:30 AM,35.5138
2265,02/02/19 07:00:30 AM,0.0229
2267,02/02/19 07:01:30 AM,0.0214
2269,02/02/19 07:02:30 AM,0.0214
2271,02/02/19 07:03:30 AM,0.0214
2273,02/02/19 07:04:30 AM,0.0214
2275,02/02/19 07:05:30 AM,0.0214
2277,02/02/19 07:06:30 AM,0.0214
2279,02/02/19 07:07:30 AM,0.0244
2281,02/02/19 07:08:30 AM,36.8521
2283,02/02/19 07:09:30 AM,38.3093
2285,02/02/19 07:10:30 AM,38.7793
2287,02/02/19 07:11:30 AM,38.8785
2289,02/02/19 07:12:30 AM,38.9242
2291,02/02/19 07:13:30 AM,35.1751
2293,02/02/19 07:14:30 AM,35.5749
2295,02/02/19 07:15:30 AM,35.5901
2297,02/02/19 07:16:30 AM,35.6008
2299,02/02/19 07:17:30 AM,35.6588
2301,02/02/19 07:18:30 AM,35.6313
2303,02/02/19 07:19:30 AM,35.5901
2305,02/02/19 07:20:30 AM,35.5428
2307,02/02/19 07:21:30 AM,35.696999999999996
2309,02/02/19 07:22:30 AM,35.7443
2311,02/02/19 07:23:30 AM,35.7824
2313,02/02/19 07:24:30 AM,35.6725
2315,02/02/19 07:25:30 AM,35.5657
2317,02/02/19 07:26:30 AM,35.5779
2319,02/02/19 07:27:30 AM,35.5337
2321,02/02/19 07:28:30 AM,35.6847
2323,02/02/19 07:29:30 AM,35.5901
2325,02/02/19 07:30:30 AM,35.5169
2327,02/02/19 07:31:30 AM,35.6329
2329,02/02/19 07:32:30 AM,35.5673
2331,02/02/19 07:33:30 AM,35.5856
2333,02/02/19 07:34:30 AM,35.5062
2335,02/02/19 07:35:30 AM,35.4391
2337,02/02/19 07:36:30 AM,35.5627
2339,02/02/19 07:37:30 AM,35.8846
2341,02/02/19 07:38:30 AM,35.9762
2343,02/02/19 07:39:30 AM,35.5673
2345,02/02/19 07:40:30 AM,35.6832
2347,02/02/19 07:41:30 AM,35.6542
2349,02/02/19 07:42:30 AM,35.6725
2351,02/02/19 07:43:30 AM,0.0229
2353,02/02/19 07:44:30 AM,0.0214
2355,02/02/19 07:45:30 AM,0.0214
2357,02/02/19 07:46:30 AM,0.0214
2359,02/02/19 07:47:30 AM,0.0214
2361,02/02/19 07:48:30 AM,0.0214
2363,02/02/19 07:49:30 AM,0.0244
2365,02/02/19 07:50:30 AM,0.0244
2367,02/02/19 07:51:30 AM,38.6404
2369,02/02/19 07:52:30 AM,38.6419
2371,02/02/19 07:53:30 AM,38.8312
2373,02/02/19 07:54:30 AM,38.4726
2375,02/02/19 07:55:30 AM,35.8175
2377,02/02/19 07:56:30 AM,35.9014
2379,02/02/19 07:57:30 AM,35.9869
2381,02/02/19 07:58:30 AM,35.7519
2383,02/02/19 07:59:30 AM,35.9304
2385,02/02/19 08:00:30 AM,35.8724
2387,02/02/19 08:01:30 AM,35.9564
2389,02/02/19 08:02:30 AM,36.2402
2391,02/02/19 08:03:30 AM,36.2005
2393,02/02/19 08:04:30 AM,36.1898
2395,02/02/19 08:05:30 AM,36.2737
2397,02/02/19 08:06:30 AM,36.1715
2399,02/02/19 08:07:30 AM,36.2554
2401,02/02/19 08:08:30 AM,36.1608
2403,02/02/19 08:09:30 AM,36.0891
2405,02/02/19 08:10:30 AM,36.2448
2407,02/02/19 08:11:30 AM,36.4309
2409,02/02/19 08:12:30 AM,36.1181
2411,02/02/19 08:13:30 AM,35.9625
2413,02/02/19 08:14:30 AM,35.8328
2415,02/02/19 08:15:30 AM,35.8068
2417,02/02/19 08:16:30 AM,35.8373
2419,02/02/19 08:17:30 AM,35.8434
2421,02/02/19 08:18:30 AM,35.7488
2423,02/02/19 08:19:30 AM,35.7687
2425,02/02/19 08:20:30 AM,35.8358
2427,02/02/19 08:21:30 AM,35.7244
2429,02/02/19 08:22:30 AM,35.9411
2431,02/02/19 08:23:30 AM,36.0281
2433,02/02/19 08:24:30 AM,35.9548
2435,02/02/19 08:25:30 AM,36.0082
2437,02/02/19 08:26:30 AM,36.0235
2439,02/02/19 08:27:30 AM,36.1044
2441,02/02/19 08:28:30 AM,36.1761
2443,02/02/19 08:29:30 AM,0.0336
2445,02/02/19 08:30:30 AM,0.0244
2447,02/02/19 08:31:30 AM,0.0244
2449,02/02/19 08:32:30 AM,0.0244
