time,amps,on
01/11/19 09:52 AM,38.4268,1
01/11/19 09:53 AM,38.323,1
01/11/19 09:54 AM,38.2422,1
01/11/19 09:55 AM,38.6145,1
01/11/19 09:56 AM,38.3078,1
01/11/19 09:57 AM,38.5229,1
01/11/19 09:58 AM,38.2773,1
01/11/19 09:59 AM,38.4817,1
01/11/19 10:00 AM,38.4497,1
01/11/19 10:01 AM,38.4192,1
01/11/19 10:02 AM,38.6053,1
01/11/19 10:03 AM,38.8067,1
01/11/19 10:04 AM,38.587,1
01/11/19 10:05 AM,38.5519,1
01/11/19 10:06 AM,38.3948,1
01/11/19 10:07 AM,38.5367,1
01/11/19 10:08 AM,38.3978,1
01/11/19 10:09 AM,38.3017,1
01/11/19 10:10 AM,38.5199,1
01/11/19 10:11 AM,38.3047,1
01/11/19 10:12 AM,38.291,1
01/11/19 10:13 AM,38.436,1
01/11/19 10:14 AM,38.3474,1
01/11/19 10:15 AM,38.4939,1
01/11/19 10:16 AM,38.7945,1
01/11/19 10:17 AM,38.0545,1
01/11/19 10:18 AM,38.3856,1
01/11/19 10:19 AM,38.5931,1
01/11/19 10:20 AM,38.5397,1
01/11/19 10:21 AM,38.6252,1
01/11/19 10:22 AM,38.4085,1
01/11/19 10:23 AM,38.6206,1
01/11/19 10:24 AM,38.4985,1
01/11/19 10:25 AM,38.0926,1
01/11/19 10:26 AM,38.7533,1
01/11/19 10:27 AM,38.4024,1
01/11/19 10:28 AM,38.4054,1
01/11/19 10:29 AM,38.4695,1
01/11/19 10:30 AM,38.6175,1
01/11/19 10:31 AM,38.7182,1
01/11/19 10:32 AM,38.1201,1
01/11/19 10:33 AM,38.7549,1
01/11/19 10:34 AM,38.7701,1
01/11/19 10:35 AM,38.5061,1
01/11/19 10:36 AM,38.3871,1
01/11/19 10:37 AM,38.201,1
01/11/19 10:38 AM,38.2467,1
01/11/19 10:39 AM,38.4085,1
01/11/19 10:40 AM,38.5885,1
01/11/19 10:41 AM,38.6297,1
01/11/19 10:42 AM,38.2147,1
01/11/19 10:43 AM,38.3307,1
01/11/19 10:44 AM,38.5443,1
01/11/19 10:45 AM,38.5565,1
01/11/19 10:46 AM,38.2361,1
01/11/19 10:47 AM,38.1689,1
01/11/19 10:48 AM,38.2788,1
01/11/19 10:49 AM,38.4634,1
01/11/19 10:50 AM,38.6938,1
01/11/19 10:51 AM,38.4512,1
01/11/19 10:52 AM,38.3642,1
01/11/19 10:53 AM,38.2025,1
01/11/19 10:54 AM,38.5107,1
01/11/19 10:55 AM,38.3642,1
01/11/19 10:56 AM,38.5473,1
01/11/19 10:57 AM,38.1827,1
01/11/19 10:58 AM,38.5046,1
01/11/19 10:59 AM,38.4314,1
01/11/19 11:00 AM,38.172,1
01/11/19 11:01 AM,38.3871,1
01/11/19 11:02 AM,38.6893,1
01/11/19 11:03 AM,38.4771,1
01/11/19 11:04 AM,38.4146,1
01/11/19 11:05 AM,38.6252,1
01/11/19 11:06 AM,38.4268,1
01/11/19 11:07 AM,38.1689,1
01/11/19 11:08 AM,38.555,1
01/11/19 11:09 AM,38.4085,1
01/11/19 11:10 AM,38.1918,1
01/11/19 11:11 AM,38.7457,1
01/11/19 11:12 AM,38.4314,1
01/11/19 11:13 AM,38.5611,1
01/11/19 11:14 AM,38.8266,1
01/11/19 11:15 AM,38.4833,1
01/11/19 11:16 AM,38.7121,1
01/11/19 11:17 AM,38.4253,1
01/11/19 11:18 AM,38.4237,1
01/11/19 11:19 AM,38.5748,1
01/11/19 11:20 AM,38.3093,1
01/11/19 11:21 AM,38.5657,1
01/11/19 11:22 AM,38.3948,1
01/11/19 11:23 AM,38.4237,1
01/11/19 11:24 AM,38.6526,1
01/11/19 11:25 AM,38.3368,1
01/11/19 11:26 AM,38.4787,1
01/11/19 11:27 AM,38.6893,1
01/11/19 11:28 AM,38.6496,1
01/11/19 11:29 AM,38.3734,1
01/11/19 11:30 AM,38.4466,1
01/11/19 11:31 AM,38.5473,1
01/11/19 11:32 AM,38.613,1
01/11/19 11:33 AM,38.6069,1
01/11/19 11:34 AM,38.5489,1
01/11/19 11:35 AM,38.4222,1
01/11/19 11:36 AM,38.9044,1
01/11/19 11:37 AM,38.7518,1
01/11/19 11:38 AM,38.6175,1
01/11/19 11:39 AM,38.3001,1
01/11/19 11:40 AM,38.4497,1
01/11/19 11:41 AM,38.4558,1
01/11/19 11:42 AM,38.4146,1
01/11/19 11:43 AM,38.6221,1
01/11/19 11:44 AM,38.407,1
01/11/19 11:45 AM,38.41,1
01/11/19 11:46 AM,38.3841,1
01/11/19 11:47 AM,38.4436,1
01/11/19 11:48 AM,38.0423,1
01/11/19 11:49 AM,38.7106,1
01/11/19 11:50 AM,38.8876,1
01/11/19 11:51 AM,38.4802,1
01/11/19 11:52 AM,38.4756,1
01/11/19 11:53 AM,38.3627,1
01/11/19 11:54 AM,38.7503,1
01/11/19 11:55 AM,38.8128,1
01/11/19 11:56 AM,38.3764,1
01/11/19 11:57 AM,38.6313,1
01/11/19 11:58 AM,38.5489,1
01/11/19 11:59 AM,38.3871,1
01/11/19 12:00 AM,38.4451,1
01/11/19 12:01 PM,38.6221,1
01/11/19 12:02 PM,38.9014,1
01/11/19 12:03 PM,38.3474,1
01/11/19 12:04 PM,38.3398,1
01/11/19 12:05 PM,38.6175,1
01/11/19 12:06 PM,38.5702,1
01/11/19 12:07 PM,38.6389,1
01/11/19 12:08 PM,38.7243,1
01/11/19 12:09 PM,38.4771,1
01/11/19 12:10 PM,38.381,1
01/11/19 12:11 PM,38.6679,1
01/11/19 12:12 PM,38.5351,1
01/11/19 12:13 PM,38.3017,1
01/11/19 12:14 PM,38.5245,1
01/11/19 12:15 PM,38.2803,1
01/11/19 12:16 PM,38.407,1
01/11/19 12:17 PM,38.8525,1
01/11/19 12:18 PM,38.5214,1
01/11/19 12:19 PM,38.6007,1
01/11/19 12:20 PM,38.4726,1
01/11/19 12:21 PM,38.79,1
01/11/19 12:22 PM,38.8296,1
01/11/19 12:23 PM,38.3978,1
01/11/19 12:24 PM,38.4833,1
01/11/19 12:25 PM,38.6419,1
01/11/19 12:26 PM,38.5397,1
01/11/19 12:27 PM,38.3658,1
01/11/19 12:28 PM,38.6007,1
01/11/19 12:29 PM,38.7991,1
01/11/19 12:30 PM,38.9136,1
01/11/19 12:31 PM,38.9441,1
01/11/19 12:32 PM,38.5229,1
01/11/19 12:33 PM,38.8266,1
01/11/19 12:34 PM,38.5199,1
01/11/19 12:35 PM,38.8479,1
01/11/19 12:36 PM,38.3978,1
01/11/19 12:37 PM,38.7091,1
01/11/19 12:38 PM,38.7716,1
01/11/19 12:39 PM,38.5153,1
01/11/19 12:40 PM,38.5245,1
01/11/19 12:41 PM,38.6023,1
01/11/19 12:42 PM,38.616,1
01/11/19 12:43 PM,38.8891,1
01/11/19 12:44 PM,38.5779,1
01/11/19 12:45 PM,38.7778,1
01/11/19 12:46 PM,38.7396,1
01/11/19 12:47 PM,38.8495,1
01/11/19 12:48 PM,38.6786,1
01/11/19 12:49 PM,38.8739,1
01/11/19 12:50 PM,38.7961,1
01/11/19 12:51 PM,38.6526,1
01/11/19 12:52 PM,38.5306,1
01/11/19 12:53 PM,38.6847,1
01/11/19 12:54 PM,38.7488,1
01/11/19 12:55 PM,38.7457,1
01/11/19 12:56 PM,38.7915,1
01/11/19 12:57 PM,39.1043,1
01/11/19 12:58 PM,38.9731,1
01/11/19 12:59 PM,38.9944,1
1/11/2019 13:00 PM,39.0082,1
1/11/2019 13:01 PM,39.0311,1
1/11/2019 13:02 PM,38.8281,1
1/11/2019 13:03 PM,38.9532,1
1/11/2019 13:04 PM,38.941,1
1/11/2019 13:05 PM,38.7747,1
1/11/2019 13:06 PM,38.9319,1
1/11/2019 13:07 PM,38.6069,1
1/11/2019 13:08 PM,38.8388,1
1/11/2019 13:09 PM,38.8449,1
1/11/2019 13:10 PM,38.7808,1
1/11/2019 13:11 PM,38.6297,1
1/11/2019 13:12 PM,39.2279,1
1/11/2019 13:13 PM,38.9456,1
1/11/2019 13:14 PM,39.0555,1
1/11/2019 13:15 PM,39.0677,1
1/11/2019 13:16 PM,38.8983,1
1/11/2019 13:17 PM,38.6267,1
1/11/2019 13:18 PM,38.706,1
1/11/2019 13:19 PM,39.0707,1
1/11/2019 13:20 PM,38.9807,1
1/11/2019 13:21 PM,38.6954,1
1/11/2019 13:22 PM,38.529,1
1/11/2019 13:23 PM,38.5901,1
1/11/2019 13:24 PM,38.7106,1
1/11/2019 13:25 PM,38.7488,1
1/11/2019 13:26 PM,38.4512,1
1/11/2019 13:27 PM,38.6023,1
1/11/2019 13:28 PM,38.7091,1
1/11/2019 13:29 PM,38.8586,1
1/11/2019 13:30 PM,38.7854,1
1/11/2019 13:31 PM,38.9487,1
1/11/2019 13:32 PM,39.0112,1
1/11/2019 13:33 PM,39.0494,1
1/11/2019 13:34 PM,38.9334,1
1/11/2019 13:35 PM,39.0921,1
1/11/2019 13:36 PM,39.4079,1
1/11/2019 13:37 PM,39.1653,1
1/11/2019 13:38 PM,38.9303,1
1/11/2019 13:39 PM,38.9303,1
1/11/2019 13:40 PM,39.1958,1
1/11/2019 13:41 PM,39.2569,1
1/11/2019 13:42 PM,38.7579,1
1/11/2019 13:43 PM,38.8281,1
1/11/2019 13:44 PM,38.8128,1
1/11/2019 13:45 PM,38.8693,1
1/11/2019 13:46 PM,39.0097,1
1/11/2019 13:47 PM,39.1196,1
1/11/2019 13:48 PM,39.0356,1
1/11/2019 13:49 PM,38.9822,1
1/11/2019 13:50 PM,39.0021,1
1/11/2019 13:51 PM,38.8067,1
1/11/2019 13:52 PM,38.8708,1
1/11/2019 13:53 PM,39.0265,1
1/11/2019 13:54 PM,38.6297,1
1/11/2019 13:55 PM,39.1669,1
1/11/2019 13:56 PM,38.7701,1
1/11/2019 13:57 PM,38.7823,1
1/11/2019 13:58 PM,38.7228,1
1/11/2019 13:59 PM,38.8586,1
1/11/2019 14:00 PM,38.8769,1
1/11/2019 14:01 PM,38.9502,1
1/11/2019 14:02 PM,38.8708,1
1/11/2019 14:03 PM,39.0204,1
1/11/2019 14:04 PM,38.909,1
1/11/2019 14:05 PM,38.7991,1
1/11/2019 14:06 PM,38.7427,1
1/11/2019 14:07 PM,39.0097,1
1/11/2019 14:08 PM,38.9807,1
1/11/2019 14:09 PM,39.118,1
1/11/2019 14:10 PM,39.0066,1
1/11/2019 14:11 PM,38.8968,1
1/11/2019 14:12 PM,39.0723,1
1/11/2019 14:13 PM,39.1714,1
1/11/2019 14:14 PM,38.9105,1
1/11/2019 14:15 PM,38.8922,1
1/11/2019 14:16 PM,38.996,1
1/11/2019 14:17 PM,38.9075,1
1/11/2019 14:18 PM,39.0326,1
1/11/2019 14:19 PM,39.2111,1
1/11/2019 14:20 PM,39.1775,1
1/11/2019 14:21 PM,39.1241,1
1/11/2019 14:22 PM,38.9487,1
1/11/2019 14:23 PM,38.9303,1
1/11/2019 14:24 PM,38.8998,1
1/11/2019 14:25 PM,39.173,1
1/11/2019 14:26 PM,38.9944,1
1/11/2019 14:27 PM,38.9761,1
1/11/2019 14:28 PM,38.8571,1
1/11/2019 14:29 PM,39.1089,1
1/11/2019 14:30 PM,38.79,1
1/11/2019 14:31 PM,38.9807,1
1/11/2019 14:32 PM,39.0982,1
1/11/2019 14:33 PM,39.1836,1
1/11/2019 14:34 PM,39.1333,1
1/11/2019 14:35 PM,39.0585,1
1/11/2019 14:36 PM,39.0097,1
1/11/2019 14:37 PM,39.2355,1
1/11/2019 14:38 PM,39.1272,1
1/11/2019 14:39 PM,39.1653,1
1/11/2019 14:40 PM,39.1577,1
1/11/2019 14:41 PM,38.9273,1
1/11/2019 14:42 PM,39.0738,1
1/11/2019 14:43 PM,39.0249,1
1/11/2019 14:44 PM,39.0005,1
1/11/2019 14:45 PM,38.7518,1
1/11/2019 14:46 PM,39.0066,1
1/11/2019 14:47 PM,39.0036,1
1/11/2019 14:48 PM,39.0066,1
1/11/2019 14:49 PM,38.8983,1
1/11/2019 14:50 PM,38.6725,1
1/11/2019 14:51 PM,38.6801,1
1/11/2019 14:52 PM,38.8968,1
1/11/2019 14:53 PM,38.8388,1
1/11/2019 14:54 PM,38.8586,1
1/11/2019 14:55 PM,39.0051,1
1/11/2019 14:56 PM,39.06,1
1/11/2019 14:57 PM,39.0005,1
1/11/2019 14:58 PM,39.0921,1
1/11/2019 14:59 PM,38.9242,1
1/11/2019 15:00 PM,38.9868,1
1/11/2019 15:01 PM,38.8403,1
1/11/2019 15:02 PM,38.9166,1
1/11/2019 15:03 PM,38.7732,1
1/11/2019 15:04 PM,38.9593,1
1/11/2019 15:05 PM,39.0692,1
1/11/2019 15:06 PM,38.9136,1
1/11/2019 15:07 PM,38.9776,1
1/11/2019 15:08 PM,38.8403,1
1/11/2019 15:09 PM,38.6114,1
1/11/2019 15:10 PM,38.6786,1
1/11/2019 15:11 PM,38.5946,1
1/11/2019 15:12 PM,38.5626,1
1/11/2019 15:13 PM,38.6313,1
1/11/2019 15:14 PM,38.4695,1
1/11/2019 15:15 PM,38.4833,1
1/11/2019 15:16 PM,38.6069,1
1/11/2019 15:17 PM,38.6816,1
1/11/2019 15:18 PM,38.6893,1
1/11/2019 15:19 PM,38.7976,1
1/11/2019 15:20 PM,38.7076,1
1/11/2019 15:21 PM,38.7533,1
1/11/2019 15:22 PM,38.9044,1
1/11/2019 15:23 PM,38.677,1
1/11/2019 15:24 PM,38.6404,1
1/11/2019 15:25 PM,38.5046,1
1/11/2019 15:26 PM,38.7884,1
1/11/2019 15:27 PM,38.6282,1
1/11/2019 15:28 PM,38.6831,1
1/11/2019 15:29 PM,38.7076,1
1/11/2019 15:30 PM,38.5901,1
1/11/2019 15:31 PM,38.555,1
1/11/2019 15:32 PM,38.6725,1
1/11/2019 15:33 PM,38.4222,1
1/11/2019 15:34 PM,38.4756,1
1/11/2019 15:35 PM,38.7076,1
1/11/2019 15:36 PM,38.5138,1
1/11/2019 15:37 PM,38.4878,1
1/11/2019 15:38 PM,38.6175,1
1/11/2019 15:39 PM,38.4649,1
1/11/2019 15:40 PM,38.4894,1
1/11/2019 15:41 PM,38.5351,1
1/11/2019 15:42 PM,38.4497,1
1/11/2019 15:43 PM,38.4268,1
1/11/2019 15:44 PM,38.32,1
1/11/2019 15:45 PM,38.5336,1
1/11/2019 15:46 PM,38.7198,1
1/11/2019 15:47 PM,38.6114,1
1/11/2019 15:48 PM,38.5992,1
1/11/2019 15:49 PM,38.3993,1
1/11/2019 15:50 PM,38.5153,1
1/11/2019 15:51 PM,38.4207,1
1/11/2019 15:52 PM,38.6877,1
1/11/2019 15:53 PM,38.555,1
1/11/2019 15:54 PM,38.5977,1
1/11/2019 15:55 PM,38.5687,1
1/11/2019 15:56 PM,38.5763,1
1/11/2019 15:57 PM,38.4161,1
1/11/2019 15:58 PM,38.555,1
1/11/2019 15:59 PM,38.4222,1
1/11/2019 16:00 PM,38.6877,1
1/11/2019 16:01 PM,38.6313,1
1/11/2019 16:02 PM,38.6343,1
1/11/2019 16:03 PM,38.6542,1
1/11/2019 16:04 PM,38.6328,1
1/11/2019 16:05 PM,38.6435,1
1/11/2019 16:06 PM,38.703,1
1/11/2019 16:07 PM,38.4878,1
1/11/2019 16:08 PM,38.439,1
1/11/2019 16:09 PM,38.5107,1
1/11/2019 16:10 PM,38.5473,1
1/11/2019 16:11 PM,38.6084,1
1/11/2019 16:12 PM,38.5885,1
1/11/2019 16:13 PM,38.4649,1
1/11/2019 16:14 PM,38.4726,1
1/11/2019 16:15 PM,38.4298,1
1/11/2019 16:16 PM,38.5672,1
1/11/2019 16:17 PM,38.5138,1
1/11/2019 16:18 PM,38.4329,1
1/11/2019 16:19 PM,38.5016,1
1/11/2019 16:20 PM,38.4054,1
1/11/2019 16:21 PM,38.6358,1
1/11/2019 16:22 PM,38.3795,1
1/11/2019 16:23 PM,38.4588,1
1/11/2019 16:24 PM,38.584,1
1/11/2019 16:25 PM,38.436,1
1/11/2019 16:26 PM,38.4054,1
1/11/2019 16:27 PM,38.6038,1
1/11/2019 16:28 PM,38.4497,1
1/11/2019 16:29 PM,38.3841,1
1/11/2019 16:30 PM,38.5794,1
1/11/2019 16:31 PM,38.5931,1
1/11/2019 16:32 PM,38.5962,1
1/11/2019 16:33 PM,38.5214,1
1/11/2019 16:34 PM,38.5031,1
1/11/2019 16:35 PM,38.5718,1
1/11/2019 16:36 PM,38.6252,1
1/11/2019 16:37 PM,38.677,1
1/11/2019 16:38 PM,38.4985,1
1/11/2019 16:39 PM,38.5657,1
1/11/2019 16:40 PM,38.529,1
1/11/2019 16:41 PM,38.3886,1
1/11/2019 16:42 PM,38.4909,1
1/11/2019 16:43 PM,38.5367,1
1/11/2019 16:44 PM,38.4756,1
1/11/2019 16:45 PM,38.4314,1
1/11/2019 16:46 PM,38.4909,1
1/11/2019 16:47 PM,38.5443,1
1/11/2019 16:48 PM,38.407,1
1/11/2019 16:49 PM,38.5351,1
1/11/2019 16:50 PM,38.4268,1
1/11/2019 16:51 PM,38.4298,1
1/11/2019 16:52 PM,38.5,1
1/11/2019 16:53 PM,38.4329,1
1/11/2019 16:54 PM,38.4863,1
1/11/2019 16:55 PM,38.4192,1
1/11/2019 16:56 PM,38.4466,1
1/11/2019 16:57 PM,38.4222,1
1/11/2019 16:58 PM,38.4726,1
1/11/2019 16:59 PM,38.3856,1
1/11/2019 17:00 PM,38.3902,1
1/11/2019 17:01 PM,38.291,1
1/11/2019 17:02 PM,38.3749,1
1/11/2019 17:03 PM,38.4405,1
1/11/2019 17:04 PM,38.4909,1
1/11/2019 17:05 PM,38.2834,1
1/11/2019 17:06 PM,38.3703,1
1/11/2019 17:07 PM,38.5061,1
1/11/2019 17:08 PM,38.3856,1
1/11/2019 17:09 PM,38.3612,1
1/11/2019 17:10 PM,38.4176,1
1/11/2019 17:11 PM,38.3078,1
1/11/2019 17:12 PM,38.233,1
1/11/2019 17:13 PM,38.1292,1
1/11/2019 17:14 PM,38.0423,1
1/11/2019 17:15 PM,38.1521,1
1/11/2019 17:16 PM,38.056,1
1/11/2019 17:17 PM,38.201,1
1/11/2019 17:18 PM,38.1277,1
1/11/2019 17:19 PM,38.0484,1
1/11/2019 17:20 PM,38.0117,1
1/11/2019 17:21 PM,38.0255,1
1/11/2019 17:22 PM,38.0056,1
1/11/2019 17:23 PM,38.0255,1
1/11/2019 17:24 PM,38.0499,1
1/11/2019 17:25 PM,37.966,1
1/11/2019 17:26 PM,38.645,1
1/11/2019 17:27 PM,38.3886,1
1/11/2019 17:28 PM,38.3703,1
1/11/2019 17:29 PM,38.1384,1
1/11/2019 17:30 PM,37.9675,1
1/11/2019 17:31 PM,37.9828,1
1/11/2019 17:32 PM,38.0407,1
1/11/2019 17:33 PM,37.9034,1
1/11/2019 17:34 PM,37.7676,1
1/11/2019 17:35 PM,38.1231,1
1/11/2019 17:36 PM,38.201,1
1/11/2019 17:37 PM,38.3093,1
1/11/2019 17:38 PM,38.3246,1
1/11/2019 17:39 PM,38.201,1
1/11/2019 17:40 PM,38.085,1
1/11/2019 17:41 PM,38.3185,1
1/11/2019 17:42 PM,38.1323,1
1/11/2019 17:43 PM,38.1918,1
1/11/2019 17:44 PM,38.1735,1
1/11/2019 17:45 PM,38.1872,1
1/11/2019 17:46 PM,38.1811,1
1/11/2019 17:47 PM,38.0056,1
1/11/2019 17:48 PM,38.143,1
1/11/2019 17:49 PM,38.1933,1
1/11/2019 17:50 PM,38.2147,1
1/11/2019 17:51 PM,38.1476,1
1/11/2019 17:52 PM,38.1964,1
1/11/2019 17:53 PM,38.088,1
1/11/2019 17:54 PM,38.0514,1
1/11/2019 17:55 PM,37.998,1
1/11/2019 17:56 PM,37.9934,1
1/11/2019 17:57 PM,38.1994,1
1/11/2019 17:58 PM,38.2055,1
1/11/2019 17:59 PM,38.1872,1
1/11/2019 18:00 PM,38.2498,1
1/11/2019 18:01 PM,38.2483,1
1/11/2019 18:02 PM,38.3017,1
1/11/2019 18:03 PM,38.2132,1
1/11/2019 18:04 PM,38.2712,1
1/11/2019 18:05 PM,38.2071,1
1/11/2019 18:06 PM,38.0514,1
1/11/2019 18:07 PM,37.911,1
1/11/2019 18:08 PM,37.7844,1
1/11/2019 18:09 PM,37.7325,1
1/11/2019 18:10 PM,37.7249,1
1/11/2019 18:11 PM,37.5891,1
1/11/2019 18:12 PM,37.9828,1
1/11/2019 18:13 PM,37.821,1
1/11/2019 18:14 PM,37.7035,1
1/11/2019 18:15 PM,37.7188,1
1/11/2019 18:16 PM,37.6547,1
1/11/2019 18:17 PM,37.9751,1
1/11/2019 18:18 PM,37.8851,1
1/11/2019 18:19 PM,38.0041,1
1/11/2019 18:20 PM,37.8256,1
1/11/2019 18:21 PM,37.9004,1
1/11/2019 18:22 PM,37.9522,1
1/11/2019 18:23 PM,37.9889,1
1/11/2019 18:24 PM,38.0499,1
1/11/2019 18:25 PM,37.9568,1
1/11/2019 18:26 PM,37.9706,1
1/11/2019 18:27 PM,37.9171,1
1/11/2019 18:28 PM,37.8454,1
1/11/2019 18:29 PM,38.0194,1
1/11/2019 18:30 PM,37.6898,1
1/11/2019 18:31 PM,37.8347,1
1/11/2019 18:32 PM,37.8363,1
1/11/2019 18:33 PM,37.792,1
1/11/2019 18:34 PM,37.9217,1
1/11/2019 18:35 PM,37.8347,1
1/11/2019 18:36 PM,37.8988,1
1/11/2019 18:37 PM,38.1262,1
1/11/2019 18:38 PM,37.937,1
1/11/2019 18:39 PM,38.1018,1
1/11/2019 18:40 PM,38.1079,1
1/11/2019 18:41 PM,38.1903,1
1/11/2019 18:42 PM,38.0758,1
1/11/2019 18:43 PM,38.352,1
1/11/2019 18:44 PM,38.1857,1
1/11/2019 18:45 PM,38.2406,1
1/11/2019 18:46 PM,38.2559,1
1/11/2019 18:47 PM,38.2452,1
1/11/2019 18:48 PM,38.085,1
1/11/2019 18:49 PM,38.1186,1
1/11/2019 18:50 PM,38.0224,1
1/11/2019 18:51 PM,38.143,1
1/11/2019 18:52 PM,37.8027,1
1/11/2019 18:53 PM,37.8714,1
1/11/2019 18:54 PM,37.6699,1
1/11/2019 18:55 PM,37.8759,1
1/11/2019 18:56 PM,37.5753,1
1/11/2019 18:57 PM,37.5036,1
1/11/2019 18:58 PM,37.3465,1
1/11/2019 18:59 PM,37.5769,1
1/11/2019 19:00 PM,37.4609,1
1/11/2019 19:01 PM,37.3541,1
1/11/2019 19:02 PM,37.1038,1
1/11/2019 19:03 PM,37.0535,1
1/11/2019 19:04 PM,37.026,1
1/11/2019 19:05 PM,36.936,1
1/11/2019 19:06 PM,37.0275,1
1/11/2019 19:07 PM,36.9955,1
1/11/2019 19:08 PM,37.1145,1
1/11/2019 19:09 PM,37.0428,1
1/11/2019 19:10 PM,37.0703,1
1/11/2019 19:11 PM,37.0779,1
1/11/2019 19:12 PM,36.8902,1
1/11/2019 19:13 PM,37.0108,1
1/11/2019 19:14 PM,36.9726,1
1/11/2019 19:15 PM,36.8887,1
1/11/2019 19:16 PM,36.8994,1
1/11/2019 19:17 PM,36.7269,1
1/11/2019 19:18 PM,36.5927,1
1/11/2019 19:19 PM,36.6415,1
1/11/2019 19:20 PM,36.762,1
1/11/2019 19:21 PM,36.7941,1
1/11/2019 19:22 PM,36.7056,1
1/11/2019 19:23 PM,36.6629,1
1/11/2019 19:24 PM,36.9284,1
1/11/2019 19:25 PM,37.0733,1
1/11/2019 19:26 PM,36.9696,1
1/11/2019 19:27 PM,37.1435,1
1/11/2019 19:28 PM,36.9024,1
1/11/2019 19:29 PM,37.0565,1
1/11/2019 19:30 PM,37.1313,1
1/11/2019 19:31 PM,37.0916,1
1/11/2019 19:32 PM,37.0779,1
1/11/2019 19:33 PM,36.7483,1
1/11/2019 19:34 PM,36.669,1
1/11/2019 19:35 PM,36.5606,1
1/11/2019 19:36 PM,36.733,1
1/11/2019 19:37 PM,36.7361,1
1/11/2019 19:38 PM,36.6476,1
1/11/2019 19:39 PM,36.8902,1
1/11/2019 19:40 PM,36.64,1
1/11/2019 19:41 PM,36.7529,1
1/11/2019 19:42 PM,36.9604,1
1/11/2019 19:43 PM,36.8032,1
1/11/2019 19:44 PM,36.7071,1
1/11/2019 19:45 PM,36.6567,1
1/11/2019 19:46 PM,36.9085,1
1/11/2019 19:47 PM,37.1862,1
1/11/2019 19:48 PM,36.9162,1
1/11/2019 19:49 PM,37.0657,1
1/11/2019 19:50 PM,36.8597,1
1/11/2019 19:51 PM,36.9955,1
1/11/2019 19:52 PM,36.8627,1
1/11/2019 19:53 PM,36.5759,1
1/11/2019 19:54 PM,36.4477,1
1/11/2019 19:55 PM,36.643,1
1/11/2019 19:56 PM,36.6674,1
1/11/2019 19:57 PM,36.5652,1
1/11/2019 19:58 PM,36.7178,1
1/11/2019 19:59 PM,36.6873,1
1/11/2019 20:00 PM,36.6094,1
1/11/2019 20:01 PM,36.8063,1
1/11/2019 20:02 PM,36.6522,1
1/11/2019 20:03 PM,36.5515,1
1/11/2019 20:04 PM,36.6079,1
1/11/2019 20:05 PM,36.5301,1
1/11/2019 20:06 PM,36.5057,1
1/11/2019 20:07 PM,36.6186,1
1/11/2019 20:08 PM,36.5759,1
1/11/2019 20:09 PM,36.6613,1
1/11/2019 20:10 PM,36.6842,1
1/11/2019 20:11 PM,36.4721,1
1/11/2019 20:12 PM,36.5728,1
1/11/2019 20:13 PM,36.466,1
1/11/2019 20:14 PM,36.6094,1
1/11/2019 20:15 PM,36.7285,1
1/11/2019 20:16 PM,36.6705,1
1/11/2019 20:17 PM,36.5087,1
1/11/2019 20:18 PM,36.4416,1
1/11/2019 20:19 PM,36.5408,1
1/11/2019 20:20 PM,36.6461,1
1/11/2019 20:21 PM,36.5515,1
1/11/2019 20:22 PM,36.5393,1
1/11/2019 20:23 PM,36.5499,1
1/11/2019 20:24 PM,36.5209,1
1/11/2019 20:25 PM,36.5682,1
1/11/2019 20:26 PM,36.5866,1
1/11/2019 20:27 PM,36.5042,1
1/11/2019 20:28 PM,36.701,1
1/11/2019 20:29 PM,36.5225,1
1/11/2019 20:30 PM,36.6308,1
1/11/2019 20:31 PM,36.6491,1
1/11/2019 20:32 PM,36.5225,1
1/11/2019 20:33 PM,36.4767,1
1/11/2019 20:34 PM,36.4813,1
1/11/2019 20:35 PM,36.3912,1
1/11/2019 20:36 PM,36.4111,1
1/11/2019 20:37 PM,36.5133,1
1/11/2019 20:38 PM,36.4691,1
1/11/2019 20:39 PM,36.5713,1
1/11/2019 20:40 PM,36.524,1
1/11/2019 20:41 PM,36.5164,1
1/11/2019 20:42 PM,36.1852,1
1/11/2019 20:43 PM,36.4538,1
1/11/2019 20:44 PM,36.6049,1
1/11/2019 20:45 PM,36.5423,1
1/11/2019 20:46 PM,36.4096,1
1/11/2019 20:47 PM,36.5148,1
1/11/2019 20:48 PM,36.405,1
1/11/2019 20:49 PM,36.6049,1
1/11/2019 20:50 PM,36.6781,1
1/11/2019 20:51 PM,36.5026,1
1/11/2019 20:52 PM,36.6659,1
1/11/2019 20:53 PM,36.4935,1
1/11/2019 20:54 PM,36.4721,1
1/11/2019 20:55 PM,36.4935,1
1/11/2019 20:56 PM,36.3653,1
1/11/2019 20:57 PM,36.5057,1
1/11/2019 20:58 PM,36.321,1
1/11/2019 20:59 PM,36.6201,1
1/11/2019 21:00 PM,36.4614,1
1/11/2019 21:01 PM,36.64,1
1/11/2019 21:02 PM,36.6033,1
1/11/2019 21:03 PM,36.3714,1
1/11/2019 21:04 PM,36.4416,1
1/11/2019 21:05 PM,36.2768,1
1/11/2019 21:06 PM,36.5194,1
1/11/2019 21:07 PM,36.5347,1
1/11/2019 21:08 PM,36.4904,1
1/11/2019 21:09 PM,36.4858,1
